AuthorId,PaperIds
55,360533 2253161 507841 949475 855331 368324 2145125 1087938 599636 649131 415449 847068 869430 529078 1958000 1963658 1917226 1807352 889545 68389 1246558 191340 1705250 2242701 1068666 337774 2239313 1536069 538215 580095 2149929 341916 1200417 1598529 674836 749124 400429 144775 627473 501918 283152 609556 1113127 567439 2160386 1003588 391076 1006063 285210 1420910 1258087 998325 605718 1629211 1315957 1182092 1389430 2139275 1311582 311565 2047193 2172928 803603 824805 1561133 838147 801400 685489 566388 40294 389256 375645 372994 264821 25304 250051 24074 2170187 2126038 2050391 20444 1988335 1846507 1844943 1715897 1507925 1358815 1330055 1221789 1114808 1058628 1038114 1012283 849805 852486 652442 1169763 732607 1717868 836602 462613 1639193 885156 919007 914441 861633 787171 783611 744480 697076 68780 655318 616823 601175 600343 600193 590988 55193 545233 533875 52775 494493 47028 449667 446774 415677 413987 401485 396571 391835 372836 366499 330142 317855 300323 294906 269210 241121 2248734 2228219 222469 2203516 2161270 2160850 2133149 2130152 2100017 209987 2089307 2071330 2069581 2033860 2001206 1996769 1988643 1953648 1930652 1886009 1868160 1845523 1792050 178422 1737538 1709794 1709669 1691264 1689507 164850 1645597 160532 1598298 157653 1562350 1561911 1516256 1484358 1471568 1453295 1421288 1402396 1384633 1369596 1368392 1348168 1338645 1333822 1321344 1318932 129165 1291570 1283236 1272277 1253687 1247571 1236357 1231847 122970 1218501 1213444 1131748 1079496 1079484 1034482 1030869 1017616 1000445 151248 1230662 434255 640178 293806 1263351 1634096 153324 1696592 981085 965304 916062 898876 878853 878611 844326 836932 82669 823685 816840 810770 801725 782195 77268 762178 761011 753581 75169 739353 733638 720336 699144 690310 671895 649955 645843 640883 618099 605597 583593 561429 548812 530550 529900 518886 515706 511272 500411 50011 493623 491228 468963 440944 434161 433440 424703 418934 402085 400432 374924 362297 292208 275203 267444 251879 2243047 2238930 2233795 2232203 2228319 222631 2169998 2169279 2148216 2140444 2116002 2101279 2092511 2088058 2086146 2069862 2043565 2001305 1993390 1976657 1974662 1964990 1935912 1892017 1874507 1842828 1813933 1809054 1796849 1754410 1748110 1704151 169774 1692285 167677 1674347 1669282 1665586 1647435 1647084 1638417 1637203 1618919 1617887 1611534 1609130 1605108 1537119 1514435 1503094 1501821 1490929 1487068 1482854 1477509 1441833 1432571 1417252 1412697 1392908 1390814 1340284 1334503 1309753 1303769 1299922 1296398 128962 1279252 1268197 1258466 1254356 1246911 1224720 1200622 1162408 1157610 1131277 110515 1095626 1065523 1051834 1032043 1028676 520682 478547 375494 1426341 2144025 683325 166298 1572902 1267968 1791611 156007 75356 933473 145200 427091 224005 2097673 2020967 82789 2078331 1587177 109868 944768 918326 913529 869813 857434 839470 824229 794747 778260 766130 747730 742557 733374 717808 716659 69178 686632 651888 636227 633416 602590 577846 563378 322106 248390 228600 2254072 2239080 2188967 2188615 2187821 2185666 2020050 1998820 1961041 1923712 1914211 1912963 1905878 1871885 185529 1819740 179163 1782482 1779715 1768979 1762246 1728999 1671418 1619343 161497 1604996 1598603 1564558 1559958 1513936 1505207 1495079 1481605 1470552 1464112 1412366 1409438 1401976 1394715 138408 1376095 1374577 136767 1358761 1350211 1315501 1294041 1292671 1265959 1231449 1183554 1170435 1149308 1124696 1106983 108616 1058984 1040990 1473948 1153819 282173 1545364 1226103 617344 2025947 1767867 1575412 2209422 800859 2060463 1314361 842748 787670 778747 590824 569149 427328 1567825 1503337 1309499 951610 883792 860367 85184 837051 809176 768943 707333 666181 657724 464497 433613 429669 42966 411010 393613 367455 341809 2507 2221713 2219269 2213984 2182966 217562 2152937 2107137 2061699 2054919 2014129 2010142 2006004 1973900 1971149 1845348 1693618 1690254 1659666 1639061 1618867 15471 1493998 1334565 1324071 1306853 1275261 1232116 1224097 1204075 1081944 1057692 1044866 1039736 479932 1111248 1475480 867779 860343 847749 821861 819589 810900 791391 767668 745317 701621 629576 596639 520007 417586 372043 369796 313273 312517 258012 243218 2188174 2172944 2135162 1883848 1705023 1704638 1686687 1627327 1614166 1480374 139335 1389913 138526 1373323 1355338 1330500 1318181 1234065 1175552 1166498 1127766 102768 2223355 1909176 991821 95899 873533 812510 805860 787757 452096 443598 397455 341776 295041 2052277 2031585 19294 1874629 178136 1740617 1588620 1406810 1287246 1147447 1129545 1120846 1117699 1051041 607208 327692 973193 939887 836220 589720 571156 569738 558232 542459 487867 443903 441364 423069 419865 36459 348351 327786 299391 25103 2139295 1978555 197854 188583 1842680 1822770 1805568 1600372 1596644 1521193 1488589 1457884 1425243 1360578 1347683 1341262 1336245 1328475 1290673 1281589 1235117 1173588 1130940 1002385 947880 757830 662811 493921 441057 2227977 2067435 178497 1268918 1212786 1165889 1088098 1404308 2189241 847721 360278 1134037 862499 1613009 1208855 1743955 2235159 380270
426,1525094 1755057 92584 212235 1200538 1309402 885676 581263 1886966 1506113 1020664 1743931 2131795 1397733 733468 1619181 762357 2114604 1620205 1715768 1474160 1513874 703799 1220376 608753 1591324 174625 841427 643226 37257 1738852 1425521 873 1896437 284639 1522781
1861,282043 1059590 1048827 59550 922192 528639 1818633 124595
10212,290814 275419 131299 551557 199989 711071 414184 1888199 1830188 1753895 1723109 49767 694244 2017320 1576383 792369 1763581 173546 509790 2148031 1907454 1495359 1443210 1114250 824163 719916 681072 24013 1155164 1409670 213826 2108310 1274721 736670 1279152 656535 195044
10275,300441 2029275 368138 876311 2161376 995222 2192149 1979860 358576 871240 389312
11496,382531 248838 511060 220745 1885728 1872494 1743639 395701 1762778 973637 310992 1492999 1272569 1104541 1202424
18188,2143863 552709 1449121 932834 661470 389381 1596936 925232 888761 837759 813760 763814 2174825 2045142 201934 1957616 1835169 1667384 1370016 1221739 986581 909867 735641 710443 580096 573569 241280 2179721 1932598 1794090 1792343 1678146 1572736 139332 1107957 913351 2166077 2085225 1625524 1545848 1478315 137079 1161740 517152 474495 2235164 197565 1908236 157235 1094311 804483 1940154
24084,1016070 755602 742130 1869397 1295125 1738102 1001700 740629 1189579 1373575 577751 333881 2110768 1956573 1631641 1627503 159070 1125171 508776 1231769 1033339 885251 540977 485673 1382971 1255955 798065 881167 1265218 264073 855848 1995821 709938 948819 387864 1019835 2109321 985112 921770 83119 2088513 1921831 1884939 1293911 878697 1036778 682071
24742,2044666 1781937 1245729 1027260 1479666 1913487 1208535 1983432 418161 368006 51173 93774 1048305 1212339 16442 554197 1913043 1878416 130342 71659 2169048 2096774 415681 2089832 721790 2254334 1401091 1252386 306589
25416,813039 1622407 1610983 2185606 1966318 1854342 927390 812580 605987 558147 460139 2138119 1847725 169683 1587465 1485594 1400136 1370261 1237729 1227405 1196882 1067880 1099694 790443 519560 374185 329902 232439 1828331 1577492 1462076 866186 930472 742067 284666 2225397 1825773 1596121 1451082 941767 93999 892088 867114 670347 61971 360572 2247877 2134084 1895909 1797025 1687437 1614447 1610714 1360551 1474602 1919301 1818437 869152 814588 305286 2160345 2001332 181977 1447022 1416605 12812 12388 1076709 811814 2192042 1613422 1168453 757899 84140 686511 424415 1503965 680237 1826301 1676941 1104862
