AuthorId,PaperIds
55,507841 368324 2145125 949475 855331 2253161 360533 1087938 847068 889545 599636 1958000 415449 1917226 1963658 1807352 68389 1246558 869430 529078 649131 191340 1705250 2242701 2149929 337774 2239313 1536069 1068666 341916 538215 580095 1200417 144775 1598529 674836 749124 400429 627473 998325 2160386 1003588 1315957 1311582 501918 283152 609556 1113127 567439 1629211 391076 605718 1182092 1420910 285210 1006063 1258087 1389430 311565 2139275 2047193 2172928 844326 801400 838147 40294 389256 375645 24074 2050391 1846507 1844943 1715897 1358815 1221789 1114808 1038114 1275261 697076 2033860 739353 1287246 824805 803603 1561133 852486 652442 849805 1717868 264821 1169763 413987 1709669 1421288 122970 655318 20444 1058628 1845523 2071330 1000445 744480 2248734 914441 600343 55193 415677 396571 330142 294906 222469 2133149 2130152 1996769 1868160 178422 164850 1645597 1516256 1484358 1453295 1402396 1333822 1318932 129165 1291570 1253687 1236357 1030869 1017616 836602 462613 1639193 2169279 1892017 434255 2170187 732607 2148216 1598298 417586 1157610 2203516 2160850 2089307 2001206 918326 1477509 1309753 1665586 1507925 419865 299391 2223355 449667 1218501 867779 300323 1748110 1634096 153324 1481605 566388 1792050 1737538 1321344 151248 391835 77268 1689507 1384633 885156 250051 1230662 1208855 372994 493623 1953648 1348168 801725 836932 618099 1390814 690310 1974662 50011 951610 2061699 1232116 699144 188583 1268197 1124696 898876 372836 1693618 916062 878853 878611 82669 782195 761011 75169 645843 561429 548812 530550 433440 424703 402085 400432 275203 2233795 2116002 2088058 2069862 1964990 1935912 1842828 1813933 1796849 1704151 1692285 167677 1674347 1647435 1514435 1503094 1487068 1441833 1432571 1412697 1334503 128962 1279252 1254356 1246911 1162408 1131277 1065523 1028676 2126038 1330055 869813 1183554 1493998 295041 590988 1691264 160532 1051834 753581 1779715 1728999 1315501 571156 322106 766130 1905878 1464112 1886009 2001305 1095626 248390 440944 2086146 2043565 1618919 757830 429669 1696592 981085 1993390 1809054 583593 2144025 241121 933473 145200 1572902 1267968 824229 1231847 2185666 1406810 166298 2069581 375494 1426341 836220 1978555 1600372 1002385 1374577 52775 1767867 847749 860367 401485 1079496 1457884 965304 762178 491228 169774 1647084 1417252 683325 178497 2228319 778260 636227 563378 185529 809176 2161270 1709794 1973900 1299922 600193 1272277 1247571 441364 1842680 1235117 640178 810770 973193 2238930 745317 1373323 25304 733638 433613 857434 839470 742557 716659 69178 602590 2239080 2188967 2188615 2020050 1923712 1914211 179163 1671418 1619343 1598603 1513936 1505207 1495079 1470552 1401976 1394715 138408 1358761 1292671 1265959 1149308 1040990 251879 2169998 1637203 1604996 2228219 1791611 767668 500411 423069 816840 671895 468963 418934 1258466 733374 178136 1988643 1669282 1224720 520682 478547 1618867 1930652 1131748 1409438 1283236 768943 1306853 19294 685489 1012283 1874507 633416 136767 2135162 1120846 1081944 25103 1130940 2067435 837051 707333 666181 42966 393613 367455 341809 2219269 217562 2152937 2107137 1845348 1334565 1224097 1575412 2235159 2100017 292208 267444 2092511 1034482 2060463 1782482 1350211 1170435 1106983 860343 791391 701621 596639 243218 2172944 1704638 1686687 1627327 1480374 1389913 1355338 1330500 1234065 1175552 1127766 1404308 991821 873533 2052277 1740617 1147447 1129545 823685 2221713 75356 533875 1368392 479932 1111248 545233 1369596 649955 1153819 1912963 1754410 686632 1998820 518886 569738 36459 348351 1805568 1596644 1521193 1347683 1341262 1874629 947880 662811 2227977 2182966 1392908 842748 778747 427328 1309499 1501821 1314361 1559958 783611 1338645 1609130 1324071 82789 2078331 2031585 224005 607208 821861 787670 590824 569149 1567825 1503337 720336 601175 1117699 1032043 589720 1488589 293806 1263351 2209422 1425243 2097673 2020967 109868 1231449 1971149 1058984 1473948 1212786 1988335 919007 616823 1482854 717808 2025947 2189241 511272 282173 1226103 1057692 861633 209987 1562350 1561911 1471568 1617887 944768 452096 47028 1318181 1475480 862499 1613009 1079484 1819740 446774 317855 366499 269210 157653 312517 747730 1340284 443598 487867 156007 2187821 380270 427091 1303769 2254072 1743955 1173588 2101279 800859 327786 515706 2140444 1564558 1039736 577846 1822770 1200622 913529 1412366 847721 360278 1134037 222631 1088098 787171 68780 494493 1213444 1690254 2054919 1638417 1705023 2139295 85184 2014129 1639061 529900 558232 1605108 1611534 1281589 374924 883792 2006004 411010 1044866 1976657 362297 434161 2232203 617344 1883848 819589 369796 258012 102768 397455 341776 1537119 1588620 805860 1659666 1545364 1204075 1360578 810900 138526 640883 2507 1296398 2213984 1336245 605597 2243047 651888 1376095 1909176 327692 1490929 110515 108616 228600 1051041 1290673 1961041 1871885 542459 629576 443903 1268918 1587177 493921 15471 139335 520007 1614166 2010142 2188174 1166498 794747 1294041 787757 313273 1328475 95899 812510 657724 464497 372043 1762246 161497 1768979 939887 197854 1165889 441057
426,1525094 1743931 885676 1755057 92584 1397733 581263 1886966 1506113 1020664 2131795 1200538 1309402 212235 733468 1220376 1513874 1715768 1474160 762357 1619181 703799 2114604 1620205 608753 1591324 174625 873 1896437 284639 643226 1738852 841427 37257 1425521 1522781
1861,282043 1048827 1059590 59550 922192 528639 1818633 124595
10212,131299 49767 199989 1830188 290814 1753895 414184 1723109 275419 711071 551557 1888199 792369 1763581 1907454 681072 1576383 1443210 1495359 1155164 173546 1114250 24013 719916 509790 2148031 824163 2017320 694244 1409670 213826 1274721 1279152 736670 2108310 195044 656535
10275,300441 2029275 368138 876311 2161376 995222 1979860 389312 358576 871240 2192149
11496,511060 248838 220745 1885728 382531 310992 1872494 395701 973637 1743639 1762778 1272569 1492999 1202424 1104541
18188,2143863 1449121 552709 932834 661470 1596936 389381 1667384 201934 1792343 1572736 925232 888761 837759 813760 763814 2174825 2045142 1957616 1835169 1370016 1221739 573569 913351 2085225 1478315 580096 986581 909867 735641 710443 241280 2179721 1932598 1794090 1678146 139332 1107957 2166077 1625524 1545848 137079 1161740 517152 474495 2235164 197565 1908236 157235 1094311 804483 1940154
24084,1016070 1738102 742130 740629 1869397 755602 1001700 1295125 1189579 577751 1631641 1125171 333881 1627503 1956573 1231769 1033339 1373575 159070 2110768 508776 885251 1382971 485673 540977 1255955 881167 1884939 948819 264073 798065 878697 1265218 855848 2109321 1921831 387864 1293911 2088513 921770 709938 1019835 1995821 1036778 83119 985112 682071
24742,2044666 1781937 1245729 1027260 1479666 1913487 1208535 418161 1983432 368006 51173 93774 1048305 1212339 16442 554197 71659 2096774 1878416 130342 1913043 2089832 415681 2169048 306589 1252386 721790 1401091 2254334
25416,2185606 813039 1966318 1099694 558147 1622407 1610983 1854342 866186 812580 927390 605987 460139 2138119 1847725 169683 1587465 1485594 1400136 1370261 1237729 1227405 1196882 930472 742067 284666 2225397 1596121 1451082 941767 790443 519560 374185 329902 232439 1828331 1577492 1462076 1067880 1825773 93999 892088 867114 670347 61971 2247877 2134084 1895909 1797025 1687437 1614447 1610714 1360551 360572 1474602 1818437 1919301 869152 814588 305286 2160345 2001332 181977 1447022 1416605 12812 12388 1076709 2192042 1613422 1168453 811814 757899 84140 686511 424415 1503965 1104862 1826301 1676941 680237
28219,1835483 1931375 602134 1890179 109827 1791923 631751 1652378 1220941 680300 330872 1955611 774485 1325050 1399749 5770 83820 1025108 586226 623567 1680681 1456144 1588027 1144676 167565 1422005 627675 335385 897275 303593 1902112 2060242 82050 1150031 1116196 654955 401615 665753 1706816 1703055 780897 1594284 487655 447407 186104 1696145 333598 1731420 1581445 128718 660242 1862163 1078812 5120 1852837 647888 2184495 1481346 383133 1084963 2247914 1637736 68017 1464976
29128,2196786 703337 1860108 2178958 642811 1174507 657946 110647 601667 1137717 921604 1769412 2095139 315629 618851 1235232 223276 1635071 1927641 1380889 1668715 804653 648074
34494,259341 91967 1206531 968173 1524512 846983 1063907 560590 1076624 803164 712201 707534 1536613 804003 2047860 462095 997090 549068 1784487 1096538 472573 353064 159091 1719679 728621 1116725 629989 1356744 809480 1320542 1006766 1014168 1910875 1750762 1397825
34496,1638932 888479 266856 1359075 62917 2130364 2253773 1363327 2169307 1429443 161413 858967 632352
36062,2030363 1627429 869744 1374008 1884507 1098015 231435 946260 1135619 822364 52206 400327 2129732 1938337 1257199 1481448 1314077 1225907 1096144 253150 2166942 88304 581437 461765 1894316 1488418 1411362 105792 1053515 96930 921400 910628 384055 1644154 1150479 100193 100084 1227183 924384 710159 1528118 280324 1205019 318438 2251014 2084437 1809858 1765448 1051950 1007492 646637 972530 611971 605243 1760287 1658764 916143 1168546 1152288 292891 1579310 870955 704914 274016 2257551 1975276 1958799 1895803 1895472 914058 2120779 1475139 12362 1520105 1791107 1346661 1393734 1070290 2254989 82450 471502 448872 239616 1037188 111433 1148170 1755021 1302514 899789 2257205 838672 1770228 1566501 691018 1229421 1488609 2243971 2179156 1975664 1561467 1107923 1260867 881018 1561450 100646 169846 1537633 741657 830033 394413 2011689 2258994 1291513 957237 939209 57030 2218065 2169470 183182 1425834 1033927 838367 709071 630759 2143817 2009413 1805494 1765108 1501169 1296714 1293320 1178094 1985804 667744 319858 1994278 1465493 993804 1696591 1065957
39768,1430807 551615 1592066 1494469 1399457 871837 958934 1771946 1406329 1382763 2185775 2182654 1219316 783061 1751703 1559005 758183 429315 154803 216047 1730752 523900 423743 1845192 1240968 2126514 1428199 1942840 1975573 825836 432897 156198 872311 1036289 947393 885347 1367227 93488 8641 5505 547614 200508 2112139 162121 1502430 766030 312197 2126402 1229328 589984 1527646 206613 367476 1123455 1102370 28045 1595095 115843 405042 2139326 556341 539687 2236084 2175268 818472 918619 1884083 922526 1754413 1628319 1289447 511397 1937541 1156204 494957 2106793 1859302 1466535 1061105 648483 1245793 1396244 1347552 1069237 1133985 2208909 1974886 1195190 370220 1489965 928356 710951 385658 2050669 155087 1235441 68023 553353 217454 322704 2232604 1157824 223129 730365 100673 1972254 1984723 1466741 879373 711258 1498743 2059764 1124811 1802369 1762264 1285995 331742 452266 1114602 1902374 618452
39798,1785282 376339 1906933 666223 1472026 2246046 1075626 1581995 519981 1885187 2153956 2139329 1892653 1372592 2087449 18672 2056173 1994858 510673 544441 1054247 2104288 594947 2196869 1929774 1503521 115064 854512 1380258 374468 729571 729457 1788489 1122961 1288620 2052980 1610722 530891
40047,1738143 848122 188576 1152800 1116160 1099951 2171272 1815196 1914286 847322 1012865 709733 1133541 2039247 1141560 2101374 1045548 324681 945776 355196 627854 2115497 1530502 258552 2230154 238939 42018 1289425 788435 1337919
41009,1592115 643702 336248 2034501 2124527 926841 1862142 1698249 1994425 2228833 114875 915032 2234486 261035 644357 1225680 330114 1474631 2097253 1492021 2080354 656419 246701 376081 863425 2038704 1819448 1029758 1308254 1573546 1258284 56140 428606 199656 1934756 1531457 84587 827041 637278 1503866 1138474 1956351 1375484 253685 1839925 1357171 2026989 1398925 2058482 2181493 129720 1176104
42126,1220955 347427 1173255 776187 660979 1933559 791236 386358 785820
43172,1296109 1508621 1849015 1266800 433659 356658 1247158 1217745 537652 814654 406620 1155926 566072 2177399 1876696 127095 1930617 1521830
45187,1831888 2202633 1409696 1130150 443914 1725516 2041981
45333,1232699 1679112 745629 940748 2138460 1378776 727364 807868 1878978 200484 1400665 1813947
