AuthorId,PaperIds
55,507841 501918 285210 283152 1598529 1420910 1068666 949475 855331 674836 538215 368324 360533 2253161 2145125 1006063 847068 749124 580095 400429 2149929 1258087 627473 609556 1958000 1200417 1113127 1087938 649131 599636 567439 391076 144775 1389430 998325 869430 68389 605718 529078 415449 341916 337774 2242701 2239313 2160386 2139275 1963658 1917226 191340 1807352 1705250 1629211 1536069 1311582 1246558 1182092 1003588 889545 311565 1315957 847721 842748 787670 778747 590824 569149 427328 360278 1567825 1503337 1404308 1309499 1134037 933473 1634096 153324 145200 520682 478547 375494 1791611 151248 1426341 965304 816840 762178 671895 590988 491228 468963 449667 418934 2182966 169774 1691264 1647084 160532 1417252 1350211 1258466 1218501 1170435 1106983 862499 852486 82789 652442 2078331 2047193 1613009 1561133 787757 787171 68780 685489 657724 494493 441057 372043 197854 1490929 1213444 110515 1051041 1012283 991821 951610 947880 916062 914441 878853 878611 873533 860343 857434 844326 839470 838147 837051 836932 836220 82669 809176 791391 782195 778260 768943 767668 761011 75356 75169 742557 739353 716659 707333 701621 69178 666181 662811 645843 636227 618099 607208 602590 600343 596639 569738 563378 561429 55193 548812 530550 441364 433440 42966 424703 419865 415677 413987 40294 402085 400432 396571 393613 389256 375645 367455 36459 348351 341809 330142 294906 282173 275203 25103 243218 24074 224005 2239080 2233795 2227977 222469 2219269 2188967 2188615 217562 2172944 2169279 2152937 2135162 2133149 2130152 2116002 2107137 2097673 2088058 2069862 2067435 2061699 2060463 2052277 2050391 2020967 2020050 1996769 1978555 1964990 1935912 1923712 1914211 1892017 188583 1868160 185529 1846507 1845348 1844943 1842828 1842680 1813933 1805568 1796849 179163 178422 1779715 1767867 1740617 1728999 1715897 1709669 1704638 1704151 1692285 1686687 167677 1674347 1671418 164850 1647435 1645597 1627327 1619343 1600372 1598603 1596644 1575412 1521193 1516256 1514435 1513936 1505207 1503094 1495079 1487068 1484358 1480374 1475480 1473948 1470552 1453295 1441833 1432571 1421288 1412697 1406810 1402396 1401976 1394715 1390814 1389913 138408 1358815 1358761 1355338 1347683 1341262 1334565 1334503 1333822 1330500 1318932 1315501 1314361 1306853 1292671 129165 1291570 128962 1279252 1265959 1254356 1253687 1246911 1236357 1235117 1234065 1232116 122970 1226103 1224097 1221789 1175552 1162408 1149308 1147447 1131277 1130940 1129545 1127766 1114808 1111248 109868 1065523 1040990 1038114 1030869 1028676 1017616 1002385 50011 292208 267444 2228319 2092511 1998820 1689507 1384633 258012 2254072 2006004 1874507 1501821 102768 801400 766130 757830 655318 600193 589720 577846 542459 440944 429669 423069 2185666 2140444 2089307 2086146 2043565 2001206 1973900 1905878 1618919 1609130 1488589 1336245 1318181 1309753 1247571 1212786 1051834 836602 462613 1639193 1572902 1267968 981085 847749 801725 745317 733638 633416 629576 571156 545233 533875 518886 500411 47028 443903 374924 366499 362297 327786 313273 269210 251879 250051 248390 2248734 2243047 2223355 2213984 2161270 2148216 2101279 2071330 1993390 1988643 1971149 1953648 1819740 1809054 178136 1762246 1748110 1709794 1617887 161497 1604996 157653 156007 1457884 1409438 1374577 1373323 1369596 136767 1348168 1303769 1296398 1290673 1268918 1224720 1173588 1157610 1124696 1079496 487867 452096 443598 2139295 1324071 1120846 1117699 640178 380270 293806 2235159 1263351 1208855 95899 913529 861633 812510 617344 427091 411010 327692 2188174 209987 2010142 1976657 1961041 1909176 1871885 1562350 1561911 1545364 1471568 1412366 1166498 108616 1079484 1044866 1039736 944768 939887 919007 810770 697076 690310 616823 583593 520007 433613 300323 295041 228600 222631 2203516 2160850 2126038 2054919 20444 2014129 19294 1845523 1792050 1754410 1639061 1587177 1537119 1477509 1464112 1425243 1330055 1321344 1283236 1165889 1058628 1000445 885156 849805 824805 803603 732607 683325 479932 434255 2189241 2172928 2144025 1743955 1717868 1696592 166298 1230662 1169763 973193 918326 898876 883792 869813 867779 860367 85184 824229 823685 821861 819589 810900 805860 800859 794747 783611 77268 753581 747730 744480 733374 720336 717808 699144 686632 651888 649955 640883 605597 601175 566388 558232 529900 52775 515706 511272 493921 493623 464497 446774 434161 417586 401485 397455 391835 372994 372836 369796 341776 322106 317855 312517 299391 264821 25304 2507 241121 2238930 2232203 2228219 2221713 2209422 2187821 2170187 2169998 2100017 2069581 2033860 2031585 2025947 2001305 1988335 1974662 1930652 1912963 1886009 1883848 1874629 1822770 178497 1782482 1768979 1737538 1705023 1693618 1690254 1669282 1665586 1659666 1638417 1637203 1618867 1614166 1611534 1605108 1598298 1588620 1564558 1559958 15471 1507925 1493998 1482854 1481605 139335 1392908 138526 1376095 1368392 1360578 1340284 1338645 1328475 1299922 1294041 1287246 1281589 1275261 1272277 1268197 1231847 1231449 1204075 1200622 1183554 1153819 1131748 1095626 1088098 1081944 1058984 1057692 1034482 1032043
426,92584 762357 1755057 1619181 733468 2114604 1591324 1525094 608753 1309402 885676 703799 1743931 1715768 1513874 1474160 1397733 1220376 581263 2131795 212235 1886966 1620205 1506113 1200538 1020664 873 1896437 174625 643226 37257 284639 1738852 841427 1522781 1425521
1861,282043 1048827 922192 59550 528639 1818633 1059590 124595
10212,792369 719916 681072 49767 1763581 173546 24013 199989 1723109 1443210 1155164 509790 275419 2148031 824163 711071 694244 551557 414184 290814 2017320 1907454 1888199 1830188 1753895 1576383 1495359 131299 1114250 1409670 1274721 736670 1279152 656535 213826 2108310 195044
10275,368138 876311 300441 2029275 995222 871240 389312 358576 1979860 2192149 2161376
11496,511060 248838 973637 382531 310992 220745 1872494 1762778 1743639 1492999 1272569 395701 1885728 1104541 1202424
18188,1596936 932834 661470 552709 389381 2143863 1449121 1667384 986581 925232 909867 888761 837759 804483 763814 735641 710443 517152 241280 2235164 2179721 2174825 2166077 2045142 197565 1957616 1940154 1932598 1908236 1835169 1678146 1625524 157235 1545848 139332 137079 1370016 1221739 1161740 1107957 1094311 913351 813760 573569 474495 2085225 1794090 580096 201934 1792343 1572736 1478315
24084,985112 855848 540977 1295125 1016070 1001700 798065 740629 264073 1995821 1869397 1265218 755602 742130 2109321 1738102 1255955 1189579 1019835 577751 485673 1373575 1125171 878697 333881 1884939 1631641 1627503 1382971 1293911 1036778 921770 1956573 159070 948819 885251 2088513 1921831 881167 709938 83119 508776 387864 2110768 1231769 1033339 682071
24742,368006 1983432 1913487 1781937 1479666 1245729 1048305 93774 51173 418161 1208535 1027260 2044666 1878416 130342 1212339 306589 2169048 2096774 2089832 554197 721790 1401091 1252386 415681 1913043 16442 71659 2254334
25416,813039 1622407 1610983 2185606 1966318 1919301 1474602 866186 1854342 1818437 1099694 941767 93999 930472 927390 892088 869152 867114 814588 790443 757899 742067 670347 61971 605987 519560 460139 374185 329902 305286 284666 232439 2247877 2225397 2192042 2160345 2138119 2134084 2001332 1895909 1847725 1828331 181977 1797025 169683 1687437 1614447 1613422 1610714 1596121 1587465 1577492 1485594 1462076 1451082 1447022 1416605 1400136 1370261 1360551 12812 12388 1237729 1227405 1196882 1168453 1076709 558147 360572 1067880 812580 811814 1825773 84140 686511 424415 1503965 1826301 1676941 680237 1104862
28219,1835483 83820 623567 1220941 1144676 1025108 5770 1791923 1588027 109827 680300 167565 631751 602134 586226 1890179 1652378 1456144 774485 627675 330872 1955611 1931375 1680681 1399749 1325050 1422005 897275 82050 5120 335385 303593 2184495 1902112 1150031 1116196 487655 447407 1731420 1581445 128718 780897 68017 383133 2060242 1706816 1464976 665753 660242 654955 647888 401615 333598 2247914 1862163 186104 1852837 1703055 1696145 1637736 1594284 1481346 1084963 1078812
29128,657946 618851 642811 1137717 315629 2196786 2095139 1769412 601667 1174507 110647 921604 703337 2178958 1860108 223276 1927641 1380889 1235232 804653 648074 1668715 1635071
34494,968173 91967 560590 259341 1076624 1063907 846983 712201 1524512 1206531 803164 809480 1356744 1116725 1014168 1910875 1750762 1397825 707534 997090 804003 728621 629989 549068 472573 462095 353064 2047860 1784487 1719679 159091 1536613 1320542 1096538 1006766
34496,2253773 1638932 1363327 888479 266856 62917 2169307 2130364 1429443 1359075 161413 858967 632352
36062,914058 822364 52206 400327 2254989 2129732 2120779 1938337 1475139 1257199 12362 611971 605243 231435 1760287 1627429 292891 1884507 1374008 1168546 1098015 1007492 1393734 1070290 96930 921400 910628 88304 870955 704914 581437 461765 384055 318438 274016 2257551 2251014 2084437 1975276 1958799 1895803 1895472 1894316 1809858 1765448 1644154 1579310 1488418 1481448 1411362 1314077 1225907 1150479 1096144 1051950 1037188 100193 100084 916143 1528118 1152288 2030363 1791107 1755021 1520105 1227183 1053515 946260 869744 280324 253150 1658764 1346661 1148170 111433 105792 924384 82450 646637 471502 448872 239616 2166942 972530 710159 1205019 1135619 957237 838367 709071 667744 630759 394413 319858 2258994 2143817 2009413 1994278 1805494 1765108 1566501 1501169 1465493 1296714 1293320 1178094 1065957 899789 881018 838672 830033 741657 691018 2257205 2243971 2179156 2011689 1975664 1770228 169846 1561467 1561450 1537633 1260867 1107923 1302514 100646 993804 939209 57030 2218065 2169470 1985804 183182 1696591 1425834 1291513 1033927 1488609 1229421
39768,93488 885347 8641 556341 5505 547614 200508 1430807 2185775 206613 1527646 1382763 1942840 154803 871837 589984 2126514 1123455 825836 551615 539687 432897 2236084 216047 2112139 1730752 162121 1592066 1494469 1399457 1367227 818472 1771946 1595095 1502430 115843 523900 1428199 947393 918619 783061 766030 423743 312197 28045 2182654 2175268 2126402 1845192 1751703 1240968 1229328 1219316 405042 2139326 156198 872311 758183 367476 1559005 1036289 1975573 958934 429315 1406329 1102370 1859302 1802369 68023 511397 1937541 1156204 1884083 1396244 1347552 1124811 1069237 2208909 1972254 879373 711258 618452 452266 1498743 1466535 1114602 928356 922526 730365 710951 385658 2050669 1754413 1628319 155087 1289447 1245793 1235441 1061105 2232604 2106793 1466741 1133985 331742 322704 1974886 1762264 1285995 100673 648483 553353 370220 2059764 1489965 1195190 494957 223129 217454 1984723 1902374 1157824
39798,519981 376339 2246046 2153956 2087449 1885187 18672 1785282 1581995 1372592 1906933 666223 2139329 2056173 1892653 1472026 1075626 530891 2104288 115064 1054247 854512 729457 594947 544441 2196869 1994858 1929774 1788489 1380258 1288620 1122961 729571 2052980 510673 374468 1610722 1503521
40047,847322 709733 2101374 1152800 2171272 1738143 1141560 1116160 945776 848122 324681 2039247 1914286 188576 1133541 1012865 1815196 1099951 1045548 2230154 2115497 1530502 1289425 788435 1337919 627854 42018 355196 258552 238939
41009,2034501 199656 863425 2124527 1029758 84587 656419 246701 1934756 1531457 1474631 643702 336248 1698249 1492021 1308254 1138474 926841 827041 644357 637278 56140 330114 2234486 2080354 1994425 1956351 1862142 1819448 1592115 1573546 1258284 915032 428606 376081 2228833 1375484 1225680 114875 261035 2097253 2038704 1503866 2181493 1398925 1839925 253685 2058482 2026989 1357171 129720 1176104
42126,347427 1220955 791236 660979 776187 386358 1933559 785820 1173255
43172,814654 433659 406620 356658 1876696 1849015 127095 1247158 1217745 1296109 2177399 1508621 1155926 566072 537652 1930617 1521830 1266800
45187,443914 2202633 1831888 1725516 1409696 2041981 1130150
45333,745629 727364 2138460 1679112 1378776 1232699 940748 807868 200484 1878978 1813947 1400665
46066,946806 676015 2095007 2094390 1846156 1365765 586968 191453 1282427 1197910 721900 617071 45403 416649 2110965 1283775 903284 85243 634692 407548 2041368 1897513 1863185 1434510 1157255 1082619 741938 399845 1723942 1674171 976074 812130 1984071 1782570 1538056 1224625 897475 804918 29428 1949698 159023 1589028 1551780 737082 464803 364532 2158522 202418 12403 394747 720189 395019 2109319 2054486 1966819 1966185 1902541 1872215 183262 1515709 1292754
