AuthorId,PaperIds
55,360533 1598529 1068666 580095 507841 501918 283152 674836 538215 368324 949475 855331 2253161 2145125 415449 2239313 285210 1200417 1087938 1420910 1006063 847068 749124 2149929 400429 1258087 599636 337774 2160386 1536069 998325 869430 605718 529078 341916 2242701 1807352 1629211 1182092 627473 609556 1113127 68389 2139275 1963658 1917226 1246558 1389430 1315957 1958000 1705250 1311582 1003588 649131 191340 567439 391076 144775 889545 311565 842748 787670 778747 590824 569149 427328 1567825 1503337 1309499 847721 360278 1134037 1404308 2047193 685489 1012283 838147 40294 389256 375645 24074 2050391 1846507 1715897 1358815 1221789 1114808 1038114 801400 590988 449667 1691264 160532 1218501 914441 600343 413987 396571 330142 294906 222469 2133149 2130152 1996769 1868160 1844943 178422 1709669 164850 1645597 1516256 1484358 1453295 1421288 1402396 1333822 1318932 129165 1291570 1253687 1236357 122970 1030869 1017616 787171 68780 494493 1213444 1634096 153324 151248 1689507 1384633 655318 600193 2001206 1247571 250051 965304 816840 762178 671895 491228 468963 418934 169774 1647084 1417252 1258466 916062 878853 878611 82669 782195 761011 75169 645843 618099 561429 55193 548812 530550 433440 424703 415677 402085 400432 275203 2233795 2169279 2116002 2088058 2069862 1964990 1935912 1892017 1842828 1813933 1796849 1704151 1692285 167677 1674347 1647435 1514435 1503094 1487068 1432571 1412697 1390814 1334503 128962 1279252 1254356 1246911 1162408 1131277 1065523 1028676 852486 652442 1561133 1490929 110515 933473 145200 375494 1426341 50011 292208 267444 2228319 2092511 1791611 545233 533875 47028 366499 269210 2248734 2161270 2071330 1988643 1953648 1709794 157653 1369596 1348168 520682 857434 836932 778260 742557 716659 636227 602590 563378 2239080 2188967 2188615 2020050 1923712 1914211 185529 1779715 1728999 1671418 1619343 1598603 1513936 1505207 1495079 1470552 1441833 1401976 1394715 138408 1358761 1292671 1265959 1149308 1040990 478547 1874507 1501821 1350211 1170435 1106983 657724 440944 2140444 2089307 2086146 2043565 1618919 1609130 1309753 1051834 839470 837051 768943 739353 69178 666181 42966 393613 367455 341809 2219269 217562 2152937 2107137 2061699 1845348 179163 1334565 1306853 1232116 1224097 1208855 1572902 1267968 862499 82789 2078331 1613009 2182966 951610 860343 844326 791391 767668 707333 701621 596639 243218 2172944 2135162 1704638 1686687 1627327 1480374 1389913 1355338 1330500 1234065 1175552 991821 873533 836220 809176 569738 419865 36459 348351 25103 2052277 1805568 1740617 1600372 1521193 1406810 1347683 1341262 1315501 1147447 1130940 1129545 1998820 372043 947880 662811 441364 2227977 1978555 188583 1842680 1596644 1235117 1127766 1002385 787757 197854 1051041 2067435 1767867 1575412 1314361 2060463 1111248 2254072 2006004 577846 2185666 441057 766130 1905878 861633 209987 1562350 1561911 1471568 1079484 282173 224005 2097673 2020967 1473948 1226103 109868 981085 801725 374924 362297 251879 2243047 2148216 2101279 1993390 1809054 1303769 1296398 1224720 1157610 1079496 2126038 20444 1330055 1058628 75356 258012 102768 607208 1475480 429669 1318181 589720 1973900 757830 542459 423069 1488589 1336245 1212786 836602 462613 1639193 733638 633416 518886 500411 248390 1819740 1762246 1748110 1617887 161497 1604996 1409438 1374577 136767 1124696 2213984 1971149 1324071 2223355 156007 640178 293806 2235159 1263351 847749 745317 629576 313273 1373323 1268918 571156 327786 1457884 1290673 1173588 443903 178136 919007 616823 300323 2203516 2160850 1845523 1792050 1321344 1283236 1000445 1976657 487867 452096 443598 2139295 1120846 1117699 2172928 913529 1961041 1871885 1412366 108616 1587177 411010 2010142 1044866 1039736 427091 1909176 1545364 810770 697076 690310 583593 222631 1754410 1477509 95899 812510 617344 380270 327692 2188174 1166498 824805 1696592 1165889 433613 2054919 2014129 1639061 944768 228600 1537119 1464112 566388 25304 2170187 1988335 295041 19294 939887 1425243 744480 601175 52775 446774 391835 372994 317855 264821 241121 2228219 2100017 2069581 2033860 1930652 1886009 1737538 1598298 1507925 1368392 1338645 1272277 1231847 1131748 1034482 520007 849805 803603 732607 479932 434255 2144025 1717868 898876 823685 783611 77268 753581 720336 699144 649955 640883 605597 529900 515706 511272 493623 434161 401485 372836 2238930 2232203 2169998 2001305 1974662 1669282 1665586 1638417 1637203 1611534 1605108 1482854 1392908 1340284 1299922 1268197 1200622 1095626 1032043 2189241 1230662 1169763 1743955 683325 885156 166298 918326 794747 747730 733374 717808 686632 651888 2187821 1912963 1782482 1768979 1564558 1559958 1376095 1294041 1231449 1183554 1058984 883792 869813 860367 85184 824229 322106 2507 2221713 1693618 1690254 1659666 15471 1493998 1275261 1081944 1057692 867779 821861 819589 810900 464497 417586 369796 312517 1883848 1618867 1614166 139335 138526 1204075 973193 805860 397455 341776 2031585 1874629 1822770 1705023 1588620 1360578 1287246 1281589 558232 493921 299391 2025947 178497 1481605 1328475 1088098 800859 1153819 2209422
426,1619181 733468 762357 1755057 1591324 885676 92584 2114604 1525094 1715768 1474160 1743931 1513874 703799 1397733 1220376 608753 1309402 1886966 1620205 1506113 581263 1020664 2131795 1200538 212235 643226 37257 1738852 873 174625 1896437 284639 1522781 1425521 841427
1861,59550 1059590 282043 1048827 1818633 922192 528639 124595
10212,681072 719916 2017320 509790 275419 2148031 792369 1763581 173546 131299 199989 49767 24013 1723109 1443210 1155164 1753895 290814 551557 824163 711071 414184 1888199 1830188 1907454 1495359 1114250 694244 1576383 1409670 1274721 736670 1279152 213826 2108310 656535 195044
10275,368138 876311 2029275 300441 389312 995222 871240 358576 1979860 2161376 2192149
11496,382531 1872494 1743639 248838 511060 1272569 973637 310992 1492999 220745 1762778 395701 1885728 1104541 1202424
18188,661470 2143863 552709 389381 1449121 1596936 932834 925232 888761 837759 763814 2174825 2045142 1957616 1835169 1370016 1221739 813760 986581 909867 735641 710443 241280 2179721 1932598 1678146 139332 1107957 2166077 1625524 1545848 137079 1161740 517152 2235164 197565 1908236 157235 1094311 201934 804483 1940154 1667384 573569 1794090 913351 2085225 474495 580096 1792343 1572736 1478315
24084,855848 540977 1295125 1016070 798065 740629 264073 1869397 1265218 1001700 1382971 1995821 755602 1738102 1255955 1189579 1631641 1627503 577751 485673 1373575 1125171 1956573 159070 985112 878697 333881 1884939 1293911 1036778 1921831 742130 2109321 1019835 921770 881167 948819 2088513 83119 387864 2110768 709938 508776 1231769 1033339 885251 682071
24742,1479666 1983432 1913487 368006 1245729 2044666 1781937 51173 1027260 418161 1208535 1048305 93774 1212339 554197 130342 1878416 2096774 2169048 2089832 306589 1252386 1913043 721790 1401091 71659 16442 415681 2254334
25416,2185606 558147 867114 605987 460139 2138119 169683 1687437 1610714 1400136 1360551 1227405 813039 1622407 1610983 1966318 1474602 866186 1818437 1919301 1854342 93999 927390 892088 869152 790443 670347 61971 374185 305286 232439 2247877 2134084 2001332 1895909 1847725 1828331 181977 1797025 1587465 1485594 1447022 1416605 1370261 12812 12388 1237729 1196882 1076709 360572 1067880 814588 742067 519560 329902 284666 2225397 2192042 2160345 1614447 1596121 1577492 1462076 1168453 1099694 930472 1613422 1451082 812580 941767 1825773 757899 811814 84140 686511 424415 1503965 1826301 1676941 680237 1104862
