AuthorId,PaperIds
55,847068 749124 2145125 538215 507841 2149929 2253161 609556 1068666 1113127 1258087 400429 1958000 1200417 1087938 949475 1598529 855331 341916 649131 1705250 360533 2139275 368324 2160386 674836 627473 283152 1420910 869430 567439 1182092 1963658 1807352 599636 529078 1389430 2242701 1311582 1917226 1246558 1006063 311565 1629211 998325 605718 285210 580095 1315957 68389 337774 391076 1536069 144775 501918 191340 2239313 415449 1003588 889545 778747 360278 2172928 838147 427328 1309499 1567825 1846507 569149 590824 787670 375645 1715897 842748 1503337 847721 1134037 122970 600343 396571 2047193 824805 330142 1291570 1236357 1208855 1516256 1114808 151248 389256 1012283 222469 178422 1318932 413987 375494 561429 1935912 167677 685489 1868160 1647435 1421288 1432571 852486 652442 1561133 402085 1426341 164850 75169 878611 618099 2069862 1964990 2130152 1221789 645843 1246911 914441 1253687 1030869 836602 462613 1639193 878853 1692285 1254356 1131277 1358761 530550 1674347 1162408 82669 55193 415677 1634096 153324 2088058 742557 2020050 782195 1842828 1412697 1404308 293806 1263351 1213444 787171 494493 1394715 1709669 849805 1704151 1572902 1267968 479932 1598603 1796849 1779715 424703 294906 803603 68780 1402396 1334565 24074 1038114 2239080 1505207 716659 1791611 1988335 1040990 1645597 1892017 1079484 40294 2050391 1358815 857434 778260 138408 209987 1471568 1484358 1017616 520682 52775 2188967 933473 2235159 616823 2144025 1805568 1334503 1279252 2152937 2100017 1507925 1338645 145200 2078331 2033860 1348168 1034482 2001206 478547 862499 1613009 1562350 732607 1813933 2219269 1232116 82789 393613 1453295 545233 2189241 640178 563378 1127766 1218501 1028676 1272277 1390814 1369596 1503094 1953648 590988 449667 1691264 836932 1513936 1490929 1988643 1368392 1306853 2169279 2233795 110515 1696592 1767867 2069581 1923712 160532 1231847 69178 739353 348351 602590 20444 761011 275203 1384633 1292671 947880 566388 1495079 916062 400432 2116002 1689507 380270 919007 1728999 1058628 671895 468963 1258466 372994 419865 1647084 179163 844326 1234065 861633 169774 1844943 446774 636227 1111248 767668 1470552 2060463 1169763 1845523 762178 1314361 2228319 300323 1792050 1000445 768943 601175 440944 2043565 1321344 491228 418934 2092511 434161 2238930 2133149 533875 1914211 47028 267444 269210 1079496 1230662 341809 1874507 241121 2228219 1886009 2071330 292208 1296398 683325 1717868 1340284 1309753 2169998 2061699 809176 1129545 2188615 1149308 282173 810770 1265959 1561911 1743955 1598298 529900 885156 951610 1065523 605597 1605108 1283236 2232203 839470 1501821 1930652 583593 2097673 185529 720336 1974662 1993390 690310 1842680 1268197 1224720 1996769 1333822 129165 1669282 166298 391835 1131748 362297 2086146 1618919 75356 1487068 128962 1477509 1475480 801725 1473948 434255 1226103 366499 981085 374924 1157610 372836 697076 515706 837051 109868 1350211 965304 1417252 707333 2203516 2160850 2020967 600193 1247571 666181 367455 222631 1575412 816840 42966 548812 2170187 441364 1686687 1032043 1976657 744480 1737538 913529 2172944 2135162 1704638 1480374 1106983 2248734 1537119 596639 1170435 1315501 717808 1782482 228600 699144 2254072 569738 248390 25103 50011 157653 500411 433440 1514435 1303769 2101279 2243047 77268 1600372 1521193 1638417 944768 1619343 1596644 1748110 1124696 372043 1147447 224005 1754410 1412366 188583 1002385 2126038 1392908 783611 1611534 633416 1409438 2140444 317855 1819740 801400 1231449 640883 1998820 518886 136767 1809054 1347683 25304 898876 511272 1374577 823685 753581 2001305 1637203 250051 649955 2185666 411010 1559958 1235117 251879 1058984 243218 1389913 1355338 1330500 787757 1095626 1762246 161497 657724 1039736 1671418 1441833 1401976 258012 264821 1665586 1482854 1961041 1871885 1324071 1971149 607208 1051041 766130 1130940 217562 429669 1330055 197854 102768 2182966 2006004 1905878 15471 1464112 108616 2213984 1627327 441057 747730 1978555 791391 1275261 1044866 520007 1883848 836220 2107137 1845348 1224097 1204075 313273 1057692 1604996 312517 417586 1294041 1639061 487867 452096 443598 1120846 860343 701621 1175552 733638 1617887 745317 1373323 1081944 873533 1406810 1618867 2161270 1709794 2067435 1973900 918326 1117699 2139295 1609130 655318 1183554 2010142 1299922 1425243 617344 1287246 733374 2014129 589720 662811 1545364 2187821 686632 991821 36459 2052277 1740617 1341262 433613 1488589 341776 295041 939887 2188174 1166498 1165889 2227977 651888 1564558 493623 401485 558232 1360578 327786 1212786 1268918 1173588 2221713 423069 1457884 860367 1693618 577846 1690254 571156 973193 493921 847749 95899 812510 629576 2054919 883792 1587177 369796 2507 757830 821861 869813 1614166 2223355 1318181 819589 810900 427091 867779 1909176 824229 1659666 19294 156007 1290673 542459 1336245 464497 139335 138526 794747 443903 322106 1281589 800859 1705023 299391 805860 2089307 1051834 1874629 327692 2031585 1588620 1493998 1153819 1088098 1481605 1822770 2025947 1200622 397455 178497 2148216 2209422 1768979 1328475 85184 1912963 1376095 178136
426,1886966 92584 212235 1755057 1591324 885676 2131795 1620205 1506113 1525094 581263 1200538 1020664 733468 762357 1619181 1513874 2114604 1474160 608753 1743931 703799 1397733 1715768 1220376 1309402 1522781 643226 37257 1738852 1425521 1896437 284639 174625 841427 873
1861,1048827 922192 528639 282043 59550 1059590 1818633 124595
10212,551557 824163 1830188 290814 24013 711071 1495359 414184 1753895 792369 719916 1114250 49767 1155164 509790 275419 2148031 199989 681072 1723109 173546 1888199 1763581 1443210 1907454 1576383 2017320 694244 131299 1409670 213826 1274721 2108310 656535 195044 736670 1279152
10275,2029275 300441 876311 368138 389312 358576 1979860 995222 871240 2161376 2192149
11496,511060 1885728 382531 220745 1762778 310992 1272569 248838 1492999 395701 1743639 973637 1872494 1202424 1104541
18188,661470 1449121 2143863 552709 389381 932834 1596936 837759 2045142 1370016 763814 925232 888761 2174825 1957616 1835169 1221739 813760 201934 909867 2179721 710443 139332 1107957 1625524 986581 1678146 241280 1545848 2235164 197565 517152 573569 2166077 1161740 1908236 735641 1932598 1572736 137079 580096 1792343 2085225 1094311 804483 474495 157235 913351 1667384 1940154 1794090 1478315
24084,1016070 855848 1295125 798065 1869397 2110768 1738102 1019835 709938 1995821 881167 1921831 740629 159070 264073 1265218 1956573 83119 921770 1293911 1033339 1001700 1189579 540977 1631641 755602 878697 1125171 985112 1231769 2109321 1255955 1627503 387864 1036778 508776 742130 485673 1373575 1382971 948819 1884939 2088513 577751 333881 885251 682071
24742,1479666 1983432 1781937 368006 2044666 1245729 1913487 418161 1208535 51173 1027260 93774 1048305 554197 1212339 1913043 2169048 130342 2096774 16442 415681 2089832 71659 1878416 721790 306589 2254334 1401091 1252386
25416,2185606 1622407 1610983 1370261 61971 1847725 1196882 813039 1614447 1966318 329902 1237729 867114 1687437 1610714 1400136 605987 374185 812580 1919301 1474602 670347 305286 1067880 1854342 2247877 360572 866186 1818437 790443 93999 1797025 232439 2134084 1895909 1485594 1577492 1360551 1227405 927390 1416605 930472 2225397 892088 1613422 2160345 558147 519560 2192042 1596121 2001332 742067 814588 1462076 1451082 460139 2138119 169683 869152 1828331 181977 1447022 12812 1587465 12388 811814 1076709 1168453 941767 284666 1825773 757899 1099694 84140 424415 1503965 686511 680237 1676941 1104862 1826301
