AuthorId,PaperIds
55,507841 949475 855331 368324 2145125 360533 2253161 889545 599636 1087938 847068 415449 649131 869430 529078 1963658 1917226 1807352 68389 1246558 1958000 191340 1705250 2242701 337774 2239313 1536069 1068666 538215 580095 2149929 341916 1200417 674836 144775 1598529 749124 400429 627473 2160386 1003588 1315957 609556 1113127 501918 283152 567439 391076 998325 605718 1629211 1182092 1006063 285210 1420910 1258087 311565 1389430 2139275 1311582 2047193 838147 40294 389256 375645 24074 2050391 1846507 1844943 1715897 1358815 1221789 1114808 1038114 801400 2172928 697076 2033860 824805 2170187 803603 1561133 849805 264821 852486 652442 1275261 1717868 1665586 1169763 655318 744480 914441 600343 55193 415677 413987 396571 330142 294906 222469 2133149 2130152 1996769 1868160 178422 1709669 164850 1645597 1516256 1484358 1453295 1421288 1402396 1333822 1318932 129165 1291570 1253687 1236357 122970 1030869 1017616 20444 1058628 391835 732607 1507925 434255 1477509 1309753 1157610 836602 462613 1639193 1792050 1737538 1321344 1000445 2203516 2160850 2089307 2071330 2001206 867779 1748110 885156 300323 2248734 1845523 299391 566388 1598298 1634096 153324 250051 1230662 690310 1974662 753581 151248 2126038 1330055 493623 372836 1268197 440944 2086146 2043565 1618919 869813 1183554 372994 1208855 898876 2148216 2001305 916062 878853 878611 844326 836932 82669 782195 761011 75169 739353 645843 618099 561429 548812 530550 433440 424703 402085 400432 275203 2233795 2169279 2116002 2088058 2069862 1964990 1935912 1892017 1842828 1813933 1796849 1704151 1692285 167677 1674347 1647435 1514435 1503094 1487068 1441833 1432571 1412697 1390814 1334503 128962 1279252 1254356 1246911 1162408 1131277 1065523 1028676 766130 1905878 1481605 2223355 699144 1051834 1886009 981085 1993390 1809054 1124696 1689507 1384633 1231847 2161270 1709794 248390 1696592 801725 583593 2069581 520682 478547 590988 449667 1691264 160532 1218501 77268 1464112 166298 1953648 1348168 1283236 1374577 401485 429669 1572902 1267968 1988643 600193 1272277 1247571 295041 965304 823685 762178 491228 169774 1647084 1417252 2144025 933473 145200 1131748 1457884 322106 25304 847749 417586 1079496 241121 2228219 1912963 1604996 2185666 375494 1426341 733374 251879 2169998 1637203 1299922 1095626 433613 2238930 757830 857434 839470 778260 742557 716659 69178 636227 602590 563378 2239080 2188967 2188615 2020050 1923712 1914211 185529 179163 1779715 1728999 1671418 1619343 1598603 1513936 1505207 1495079 1470552 1401976 1394715 138408 1358761 1315501 1292671 1265959 1149308 1040990 649955 1287246 50011 292208 267444 2228319 2092511 918326 810770 633416 136767 683325 1618867 423069 1224720 816840 671895 468963 418934 1258466 545233 52775 1369596 178136 1782482 1350211 1170435 1106983 2100017 1791611 1081944 973193 1609130 1693618 2235159 1368392 745317 1373323 1669282 1034482 1930652 720336 951610 837051 809176 768943 707333 666181 42966 393613 367455 341809 2219269 217562 2152937 2107137 2061699 1845348 1334565 1306853 1232116 1224097 518886 685489 1012283 571156 1874507 1501821 860343 791391 767668 701621 596639 243218 2172944 2135162 1704638 1686687 1627327 1480374 1389913 1355338 1330500 1234065 1175552 1127766 824229 1874629 991821 873533 2052277 1740617 1406810 1147447 1129545 533875 1032043 2221713 2182966 1231449 1173588 515706 500411 783611 1338645 601175 1754410 913529 1412366 589720 1488589 1212786 861633 209987 1562350 1561911 1471568 947880 836220 662811 569738 441364 419865 36459 348351 25103 2227977 2067435 1978555 188583 1842680 1805568 1600372 1596644 1521193 1347683 1341262 1235117 1130940 1002385 1767867 1575412 1058984 733638 82789 2078331 2060463 1314361 821861 1998820 1493998 479932 1559958 919007 616823 686632 511272 1318181 47028 2140444 1482854 1971149 944768 747730 1079484 411010 1044866 1039736 156007 1340284 1153819 2187821 842748 787670 778747 590824 569149 427328 1567825 1503337 1309499 224005 2097673 2020967 109868 577846 282173 1473948 1226103 366499 640178 293806 1263351 1988335 1324071 75356 1425243 1819740 1409438 380270 2101279 1617887 717808 1564558 1111248 607208 860367 446774 317855 1743955 2189241 862499 1613009 529900 1638417 1057692 1200622 2031585 1303769 1475480 1690254 2014129 1639061 362297 1705023 452096 443598 1120846 1117699 312517 558232 85184 1605108 800859 2209422 847721 360278 1134037 1822770 2025947 1204075 1611534 1883848 2232203 1659666 327786 487867 2139295 1281589 2213984 787171 68780 494493 1213444 805860 1588620 2054919 222631 1537119 1404308 2254072 269210 157653 19294 605597 1976657 178497 640883 138526 810900 427091 2507 1973900 1545364 1088098 2006004 374924 2243047 1296398 493921 1909176 397455 819589 369796 258012 102768 617344 434161 1360578 228600 1290673 1268918 629576 1961041 1871885 794747 443903 542459 1336245 1392908 1376095 327692 139335 15471 108616 651888 341776 1490929 110515 2010142 520007 313273 1768979 1762246 161497 883792 2188174 1166498 1614166 95899 812510 1294041 464497 1328475 1587177 657724 372043 787757 1051041 939887 441057 197854 1165889
426,1525094 1755057 92584 1743931 1397733 885676 2131795 212235 1200538 1020664 581263 1886966 1506113 1309402 733468 2114604 1715768 1474160 1513874 1619181 703799 1220376 762357 1620205 608753 1591324 174625 643226 37257 1738852 873 1896437 841427 284639 1425521 1522781
1861,282043 1048827 1059590 59550 922192 528639 1818633 124595
10212,49767 131299 1830188 414184 290814 1753895 711071 199989 1723109 275419 1888199 551557 1907454 1763581 1495359 1443210 792369 173546 719916 681072 24013 1155164 509790 2148031 824163 2017320 1576383 1114250 694244 1409670 213826 1274721 2108310 195044 656535 736670 1279152
10275,300441 2029275 368138 876311 2161376 995222 389312 1979860 358576 871240 2192149
11496,511060 220745 248838 1885728 382531 310992 395701 1743639 973637 1872494 1762778 1492999 1272569 1202424 1104541
18188,2143863 552709 1449121 932834 661470 1596936 389381 1667384 925232 888761 837759 813760 763814 2174825 2045142 1957616 1835169 1370016 1221739 201934 1792343 1572736 573569 913351 2085225 986581 909867 735641 710443 241280 2179721 1932598 1794090 1678146 139332 1107957 580096 2166077 1625524 1545848 137079 1161740 1478315 517152 474495 2235164 197565 1908236 157235 1094311 804483 1940154
24084,1295125 1001700 1016070 755602 1373575 1869397 1738102 742130 740629 577751 1956573 159070 1125171 1231769 1033339 333881 1631641 1627503 1189579 2110768 508776 885251 1382971 485673 540977 1255955 948819 798065 881167 264073 1265218 855848 387864 1921831 921770 2088513 1884939 1293911 2109321 709938 1019835 1995821 83119 878697 1036778 985112 682071
24742,2044666 1781937 1245729 1027260 1479666 1913487 1208535 1983432 418161 368006 51173 93774 1048305 1212339 16442 554197 71659 2169048 2096774 1878416 130342 1913043 415681 2089832 306589 721790 2254334 1401091 1252386
25416,558147 813039 2185606 1966318 1622407 1610983 1854342 1099694 927390 605987 460139 2138119 1847725 169683 1587465 1485594 1400136 1370261 1237729 1227405 1196882 866186 790443 519560 374185 329902 232439 1828331 1577492 1462076 930472 742067 284666 2225397 1596121 1451082 812580 941767 1067880 1825773 360572 93999 892088 867114 670347 61971 2247877 2134084 1895909 1797025 1687437 1614447 1610714 1360551 1474602 1919301 1818437 869152 814588 305286 2160345 2001332 181977 1447022 1416605 12812 12388 1076709 2192042 1613422 1168453 811814 757899 84140 686511 424415 1503965 1104862 680237 1826301 1676941
