AuthorId,PaperIds
55,1003588 1068666 538215 1006063 2253161 391076 1311582 567439 674836 507841 283152 144775 2145125 1958000 360533 2149929 529078 191340 1705250 1087938 1598529 627473 599636 1200417 1917226 749124 949475 855331 501918 847068 400429 415449 649131 580095 1963658 1420910 311565 337774 1536069 1315957 368324 285210 609556 1113127 1629211 889545 869430 2160386 2239313 341916 1807352 1258087 605718 1182092 68389 1246558 2139275 1389430 2242701 998325 844326 739353 1507925 419865 2223355 1000445 2071330 918326 241121 449667 1218501 2148216 2169279 1892017 1953648 1348168 1275261 413987 1709669 1421288 122970 50011 188583 1845523 1689507 1384633 1598298 299391 1268197 951610 2061699 1232116 1287246 417586 1748110 1693618 1973900 803603 1409438 836220 1600372 1079496 1978555 1002385 1124696 699144 733638 1481605 1779715 1728999 1315501 571156 52775 860367 640178 1406810 1208855 1392908 441364 1842680 1235117 836932 618099 1390814 248390 322106 1493998 2228319 809176 178497 744480 767668 1464112 1482854 824229 77268 2185666 898876 2001305 391835 801400 1457884 838147 40294 389256 375645 24074 2050391 1846507 1844943 1715897 1358815 1221789 1114808 1038114 1404308 1095626 224005 2060463 75356 1111248 250051 778260 636227 563378 185529 566388 312517 25103 1130940 1767867 1120846 429669 1792050 1737538 1321344 2020967 109868 2170187 19294 1575412 2067435 1998820 2025947 1336245 768943 1306853 2097673 2135162 823685 500411 282173 1226103 1473948 2126038 1330055 1874507 222631 1314361 753581 1604996 847749 20444 1058628 2172928 1976657 1617887 607208 2235159 1886009 2203516 2160850 2089307 2001206 427091 1117699 487867 842748 778747 427328 1309499 1587177 1153819 697076 1157610 374924 2047193 2228219 264821 2033860 686632 655318 590988 1691264 160532 690310 1974662 542459 914441 600343 55193 415677 396571 330142 294906 222469 2133149 2130152 1996769 1868160 178422 164850 1645597 1516256 1484358 1453295 1402396 1333822 1318932 129165 1291570 1253687 1236357 1030869 1017616 341776 25304 757830 423069 947880 2227977 1596644 1051834 617344 662811 1971149 1051041 1475480 1324071 478547 824805 1705023 1425243 849805 1819740 1696592 300323 2248734 1231847 1057692 1665586 1545364 852486 652442 1169763 2031585 1039736 633416 136767 1360578 1477509 1309753 156007 1173588 139335 433613 816840 671895 468963 418934 1258466 520682 518886 1561133 885156 717808 685489 1012283 1961041 1871885 651888 515706 372836 1283236 766130 1905878 916062 878853 878611 82669 782195 761011 75169 645843 561429 548812 530550 433440 424703 402085 400432 275203 2233795 2116002 2088058 2069862 1964990 1935912 1842828 1813933 1796849 1704151 1692285 167677 1674347 1647435 1514435 1503094 1487068 1441833 1432571 1412697 1334503 128962 1279252 1254356 1246911 1162408 1131277 1065523 1028676 295041 1638417 166298 1822770 2209422 452096 1717868 2139295 1988335 1618867 327692 178136 1058984 857434 839470 742557 716659 69178 602590 2239080 2188967 2188615 2020050 1923712 1914211 179163 1671418 1619343 1598603 1513936 1505207 1495079 1470552 1401976 1394715 138408 1358761 1292671 1265959 1149308 1040990 860343 837051 791391 707333 701621 666181 596639 42966 393613 367455 341809 243218 2219269 217562 2172944 2152937 2107137 1845348 1704638 1686687 1627327 1480374 1389913 1355338 1334565 1330500 1234065 1224097 1175552 1127766 569738 36459 348351 1805568 1521193 1347683 1341262 991821 873533 2052277 1740617 1147447 1129545 493623 108616 1374577 732607 2507 801725 583593 292208 267444 2092511 558232 2161270 1709794 1088098 1230662 981085 1993390 1809054 151248 787757 1032043 733374 1634096 153324 372994 1909176 520007 1081944 973193 375494 1426341 251879 2169998 1637203 1690254 747730 2010142 2140444 1791611 1368392 933473 145200 440944 2086146 2043565 1618919 683325 2189241 836602 462613 1639193 810770 1231449 919007 616823 545233 1369596 1079484 434255 1912963 649955 1488589 1212786 657724 805860 401485 720336 2069581 2188174 1166498 867779 2187821 869813 1183554 1328475 883792 783611 2100017 1988643 1338645 2144025 1299922 533875 600193 1272277 1247571 965304 762178 491228 169774 1647084 1417252 47028 1318181 464497 1874629 861633 209987 1562350 1561911 1471568 2221713 1034482 2238930 913529 1412366 589720 1281589 787171 68780 601175 494493 366499 269210 157653 1213444 95899 812510 800859 443598 1224720 529900 362297 605597 2101279 1537119 197854 1930652 1204075 441057 411010 1044866 1782482 1350211 1170435 1106983 629576 1754410 1572902 1267968 228600 446774 317855 397455 434161 1559958 819589 810900 369796 258012 2006004 102768 821861 2182966 1605108 1340284 511272 1303769 2054919 1609130 1743955 1501821 2232203 640883 2254072 1376095 787670 590824 569149 293806 1567825 1503337 1263351 82789 2078331 1200622 380270 479932 577846 1131748 2243047 1490929 1296398 110515 327786 847721 360278 1134037 944768 1564558 1669282 85184 745317 2014129 1883848 1639061 1373323 2213984 862499 1613009 1588620 1614166 15471 493921 1290673 1268918 313273 443903 1294041 372043 1611534 939887 1659666 138526 1165889 1768979 1762246 161497 794747
426,762357 1525094 608753 581263 1755057 733468 1743931 1513874 1200538 885676 1886966 1506113 1620205 1715768 1474160 1397733 92584 1020664 212235 1309402 1220376 703799 1591324 2114604 2131795 1619181 873 841427 174625 284639 1896437 643226 1738852 37257 1425521 1522781
1861,1048827 282043 1059590 1818633 59550 922192 528639 124595
10212,694244 1907454 1576383 24013 1763581 49767 1495359 275419 1888199 509790 2148031 1830188 290814 1753895 131299 681072 1723109 711071 414184 1443210 199989 1155164 719916 2017320 824163 551557 173546 1114250 792369 736670 1279152 195044 1409670 213826 1274721 2108310 656535
10275,300441 2029275 876311 368138 995222 871240 2161376 2192149 389312 358576 1979860
11496,248838 511060 382531 1885728 395701 973637 1872494 220745 1762778 310992 1492999 1272569 1743639 1104541 1202424
18188,2143863 661470 1449121 552709 389381 932834 1596936 1792343 201934 925232 888761 837759 813760 763814 2174825 2045142 1957616 1835169 1370016 1221739 580096 1667384 1478315 1572736 573569 913351 2085225 986581 909867 735641 710443 241280 2179721 1932598 1794090 1678146 139332 1107957 2166077 1625524 1545848 137079 1161740 517152 474495 2235164 197565 1908236 157235 1094311 804483 1940154
24084,742130 878697 755602 1255955 2109321 1189579 948819 540977 921770 2088513 577751 333881 1382971 1869397 1016070 1293911 798065 1738102 740629 1295125 264073 855848 1956573 709938 1265218 83119 1631641 1001700 1019835 1373575 159070 1125171 2110768 985112 1231769 1033339 1627503 1921831 387864 1995821 508776 1036778 885251 485673 1884939 881167 682071
24742,1913487 93774 2044666 1983432 1245729 368006 1781937 1048305 1027260 51173 1479666 418161 1208535 1212339 16442 1878416 71659 554197 2169048 130342 2096774 1913043 306589 2089832 415681 1252386 2254334 721790 1401091
25416,813039 1919301 1966318 1622407 1610983 1818437 1474602 866186 558147 811814 812580 2185606 605987 460139 169683 360572 930472 1451082 1614447 1613422 927390 1847725 1587465 1485594 1370261 1237729 1196882 93999 892088 61971 1895909 1797025 1854342 941767 1825773 2138119 1400136 1227405 519560 329902 1577492 1462076 1099694 790443 374185 232439 1828331 814588 2160345 869152 305286 2001332 181977 1447022 1416605 12812 12388 1076709 757899 867114 1687437 1360551 742067 284666 2225397 1596121 2192042 1168453 1067880 670347 2247877 2134084 1610714 1826301 1104862 1676941 84140 686511 424415 1503965 680237
