AuthorId,PaperIds
55,847068 749124 507841 2253161 1068666 2149929 360533 855331 949475 1598529 2145125 368324 609556 1113127 538215 674836 1705250 1420910 283152 1182092 1006063 2160386 1807352 1258087 341916 627473 1963658 869430 1958000 599636 649131 1917226 1389430 285210 567439 1246558 529078 1311582 2242701 2139275 580095 1629211 998325 605718 1315957 191340 68389 1200417 1087938 391076 144775 311565 400429 1536069 501918 2239313 415449 337774 1003588 889545 778747 360278 427328 1309499 569149 847721 1134037 787670 1567825 838147 842748 590824 1503337 1715897 1404308 151248 2172928 1846507 375494 375645 1791611 1426341 824805 2047193 600343 396571 1236357 1114808 122970 330142 1291570 1208855 478547 1516256 222469 178422 1318932 1012283 1421288 520682 164850 1221789 685489 413987 389256 1868160 40294 2050391 1358815 1213444 1709669 24074 1038114 914441 1253687 1030869 878611 645843 618099 2069862 2130152 294906 68780 852486 652442 1561133 561429 1935912 787171 494493 1964990 1402396 1246911 1645597 415677 1432571 1484358 1453295 1017616 878853 2088058 1674347 1162408 836602 462613 1639193 849805 530550 75169 1647435 1692285 1254356 1131277 1358761 167677 82669 55193 424703 782195 1842828 1412697 1696592 742557 2020050 1079484 1334565 209987 1471568 1892017 616823 1704151 1767867 803603 933473 1796849 2144025 402085 1779715 1634096 153324 1390814 138408 1988335 1572902 1267968 1111248 1562350 1844943 716659 1598603 145200 2001206 82789 857434 778260 1394715 293806 1263351 2133149 1334503 1279252 2060463 1805568 2169279 1813933 1028676 2239080 1505207 2188967 20444 2219269 1232116 1127766 640178 2152937 2078331 1218501 479932 545233 1503094 1348168 69178 1040990 393613 761011 275203 348351 590988 449667 1691264 861633 1369596 1058628 1306853 1996769 1333822 129165 947880 2069581 1034482 563378 2235159 916062 400432 2116002 732607 1368392 1384633 919007 836932 1513936 2100017 1507925 1338645 52775 602590 1923712 1292671 1314361 862499 1613009 2189241 739353 1988643 1953648 380270 160532 768943 341809 1689507 282173 1272277 179163 2233795 1000445 110515 566388 300323 1845523 1792050 1321344 75356 166298 1226103 636227 2033860 1914211 1728999 2097673 1561911 1231847 885156 951610 844326 1234065 419865 533875 1283236 2061699 1475480 2188615 1149308 839470 269210 2086146 1618919 1575412 683325 1743955 109868 767668 1495079 47028 666181 42966 367455 440944 2043565 809176 1129545 601175 1842680 600193 1247571 372994 1490929 1265959 1717868 446774 1647084 1065523 671895 1258466 391835 1131748 468963 1874507 707333 1686687 1487068 128962 2071330 1169763 2228319 1309753 596639 2172944 2135162 1704638 1480374 267444 441364 548812 810770 690310 241121 2228219 25103 1598298 1886009 188583 1002385 169774 1600372 1521193 1473948 157653 607208 762178 418934 434255 1501821 2203516 2160850 1079496 2126038 292208 837051 1230662 1470552 1930652 1235117 2020967 1477509 366499 222631 2092511 433440 1514435 529900 2169998 1347683 434161 2238930 1340284 2248734 1976657 583593 1355338 1330500 697076 362297 217562 185529 1315501 1596644 1737538 243218 1389913 1993390 1224720 1296398 744480 1978555 569738 1619343 965304 1417252 491228 720336 605597 1605108 2170187 816840 1147447 317855 1974662 1537119 50011 657724 1669282 372043 224005 662811 2140444 1754410 2067435 791391 981085 374924 1157610 1130940 836220 1412366 1303769 2107137 1845348 1224097 2243047 944768 1998820 913529 372836 1671418 1441833 1401976 2254072 801725 2232203 2101279 873533 1406810 801400 228600 1350211 515706 1268197 860343 701621 1175552 264821 1170435 2227977 248390 2182966 500411 787757 1106983 991821 36459 2052277 1740617 1341262 699144 1809054 441057 411010 1051041 1638417 717808 1782482 511272 1032043 1627327 1324071 1039736 1961041 1871885 1330055 250051 766130 1905878 1748110 1124696 429669 649955 640883 2161270 1709794 197854 518886 136767 1464112 1609130 251879 25304 1231449 655318 633416 1819740 1409438 1762246 161497 258012 1639061 77268 1971149 1374577 108616 1058984 2185666 487867 452096 443598 1120846 783611 1611534 1095626 898876 1392908 2010142 1973900 823685 753581 2001305 1637203 520007 1165889 617344 2213984 15471 577846 1425243 1559958 423069 433613 1212786 1117699 2006004 102768 2187821 1044866 313273 1665586 1482854 733638 1617887 1299922 2014129 745317 1373323 327692 542459 1336245 747730 686632 2139295 1457884 1275261 1057692 1604996 939887 1488589 1545364 327786 589720 295041 1618867 312517 1883848 2054919 1183554 1166498 2188174 1081944 341776 493623 1287246 1294041 1587177 95899 812510 1268918 1173588 156007 401485 493921 757830 417586 629576 1909176 19294 1204075 1360578 558232 869813 571156 1690254 2223355 427091 918326 733374 1318181 847749 860367 1693618 322106 973193 1290673 443903 2221713 651888 1564558 369796 1614166 821861 883792 299391 2507 1281589 800859 1493998 2089307 1051834 2025947 824229 1659666 867779 819589 810900 805860 1088098 1153819 1481605 794747 1705023 464497 139335 138526 1822770 2031585 1874629 1588620 178497 397455 2148216 1328475 1200622 2209422 1768979 85184 1912963 1376095 178136
426,581263 1020664 885676 1620205 1506113 1591324 1886966 1474160 2131795 1200538 1715768 733468 1525094 212235 1755057 2114604 1513874 1619181 92584 762357 1743931 703799 1397733 1220376 608753 1309402 1522781 643226 37257 1738852 1425521 1896437 174625 284639 841427 873
1861,1048827 282043 922192 528639 59550 1059590 1818633 124595
10212,551557 824163 1830188 24013 711071 1495359 290814 792369 414184 1753895 681072 1114250 199989 509790 275419 2148031 719916 2017320 1888199 1155164 1723109 49767 1576383 173546 1763581 1907454 1443210 694244 131299 1409670 1274721 213826 2108310 736670 1279152 656535 195044
10275,2029275 300441 876311 368138 389312 995222 358576 1979860 871240 2161376 2192149
11496,511060 382531 1762778 220745 248838 1885728 310992 1272569 1743639 1492999 395701 973637 1872494 1202424 1104541
18188,661470 1449121 2143863 552709 389381 1596936 932834 837759 2045142 1370016 763814 925232 888761 2174825 1957616 1835169 1221739 813760 201934 909867 2179721 710443 139332 1107957 986581 1678146 241280 1625524 573569 1545848 735641 1932598 2166077 1161740 517152 2235164 197565 137079 1908236 1572736 580096 1792343 2085225 804483 157235 1094311 1667384 474495 1940154 913351 1794090 1478315
24084,1016070 855848 1295125 2110768 798065 1869397 1921831 1738102 1019835 1995821 740629 159070 709938 881167 1033339 985112 264073 1293911 1125171 1956573 1231769 878697 1189579 1627503 921770 540977 1036778 1631641 1001700 1255955 2109321 1265218 755602 1884939 742130 485673 1373575 83119 948819 1382971 387864 2088513 508776 577751 333881 885251 682071
24742,1479666 1781937 418161 368006 1983432 1245729 1913487 51173 2044666 1208535 1048305 1027260 93774 554197 1212339 1913043 2169048 130342 2096774 16442 415681 2089832 1878416 71659 721790 1401091 2254334 306589 1252386
25416,813039 1370261 1614447 61971 1847725 1196882 1622407 1610983 1067880 360572 1237729 812580 329902 93999 2134084 1895909 1797025 1485594 2247877 1966318 2185606 374185 867114 605987 1687437 1610714 1400136 1854342 670347 305286 1919301 2160345 790443 232439 1577492 930472 1474602 2225397 866186 1613422 1227405 1416605 2192042 1360551 1596121 1818437 519560 927390 814588 1462076 742067 892088 558147 1451082 2001332 460139 2138119 169683 869152 1828331 181977 1447022 12812 1587465 12388 1076709 1168453 284666 941767 811814 757899 1825773 1099694 84140 424415 1503965 686511 680237 1104862 1676941 1826301
