AuthorId,PaperIds
55,360533 749124 847068 949475 1598529 855331 2149929 2253161 1068666 368324 674836 507841 538215 2145125 1258087 580095 2242701 283152 285210 2160386 1006063 1420910 1807352 1182092 1113127 1917226 341916 627473 869430 609556 1246558 529078 1389430 400429 1963658 1958000 599636 1629211 998325 605718 68389 2139275 649131 1200417 1087938 1536069 1705250 191340 1311582 567439 144775 2239313 501918 391076 337774 1315957 415449 1003588 311565 889545 778747 787670 842748 1503337 360278 1567825 590824 427328 1404308 1309499 1715897 569149 838147 1846507 847721 1134037 375645 151248 122970 40294 2050391 1358815 2172928 389256 1114808 1012283 1221789 24074 1038114 685489 330142 1291570 600343 396571 1236357 1516256 782195 1842828 1412697 1208855 824805 2047193 375494 914441 1253687 1030869 1572902 1267968 1402396 1426341 1645597 1868160 293806 520682 1484358 1017616 178422 1318932 2130152 222469 1263351 1432571 1844943 1453295 164850 2020050 413987 2235159 561429 1935912 1634096 153324 1213444 479932 645843 294906 530550 1964990 1709669 878611 618099 2133149 82669 55193 415677 1246911 2069862 478547 1421288 75169 1647435 852486 652442 1561133 167677 1796849 1162408 1779715 1704151 933473 424703 1996769 1333822 129165 878853 2088058 1791611 68780 836602 462613 1639193 1692285 1254356 1131277 849805 1334503 1279252 787171 494493 742557 1813933 402085 145200 2169279 1028676 1358761 803603 2144025 1892017 1674347 2078331 862499 1613009 716659 761011 275203 1503094 1598603 2233795 1696592 1394715 2239080 1505207 1767867 138408 857434 778260 1079484 916062 400432 2116002 1988335 1562350 563378 836932 1513936 1507925 1338645 2188967 732607 209987 1471568 1040990 1169763 1805568 1490929 1923712 602590 1292671 1232116 20444 2001206 82789 616823 861633 380270 1127766 1495079 2100017 1487068 128962 1369596 1348168 548812 1058628 590988 1691264 1334565 1728999 2060463 2219269 636227 1218501 110515 2189241 449667 1470552 393613 2152937 1914211 919007 951610 844326 1234065 1384633 1272277 348351 433440 1514435 2188615 1265959 1149308 809176 1129545 1988643 2033860 1231847 739353 52775 160532 491228 1230662 1368392 1034482 419865 2069581 185529 1689507 1953648 372994 1065523 947880 166298 768943 341809 566388 1561911 545233 1306853 767668 1111248 446774 640178 1390814 671895 1258466 1717868 885156 468963 267444 1131748 391835 179163 601175 1647084 1321344 440944 269210 533875 69178 707333 2172944 2135162 1704638 1686687 418934 169774 1283236 1598298 1842680 1874507 683325 2228319 2043565 2086146 1618919 300323 1845523 1792050 596639 1480374 434161 2238930 1340284 292208 1501821 762178 25103 434255 1079496 569738 839470 1600372 1521193 1743955 2092511 1309753 1355338 1330500 1314361 1000445 1619343 2061699 1347683 1147447 810770 441364 697076 666181 42966 367455 243218 1389913 837051 157653 317855 188583 1002385 690310 2228219 1671418 1441833 1401976 600193 1247571 1596644 1477509 1235117 2071330 836220 1930652 1315501 222631 1978555 2067435 75356 282173 2097673 366499 1130940 583593 241121 2170187 2126038 529900 2169998 2020967 109868 1575412 720336 2203516 2160850 753581 372043 47028 1886009 362297 1350211 1974662 1669282 605597 1605108 2254072 787757 2232203 1032043 1296398 1537119 2243047 1303769 372836 791391 1993390 1224720 264821 515706 374924 1157610 429669 860343 701621 1175552 1051041 801725 1106983 873533 1406810 1627327 1998820 217562 717808 913529 1268197 657724 1976657 500411 783611 944768 2227977 699144 1638417 1611534 898876 1475480 991821 36459 2052277 1740617 1341262 1226103 1412366 2107137 1845348 1224097 228600 662811 2001305 1637203 1392908 197854 441057 1973900 981085 2182966 1170435 25304 1330055 250051 423069 1665586 823685 686632 1482854 649955 640883 607208 251879 1095626 295041 102768 487867 452096 443598 1120846 816840 258012 1299922 2185666 801400 1782482 108616 50011 1473948 965304 1417252 1324071 1117699 1748110 1124696 77268 248390 2139295 1464112 1044866 493623 1961041 1871885 1058984 1905878 2006004 617344 1618867 518886 136767 2161270 1709794 2101279 1231449 2140444 633416 1819740 766130 520007 341776 1039736 224005 1165889 1559958 744480 1737538 1762246 161497 973193 511272 1754410 2248734 1294041 1374577 1409438 411010 589720 1609130 401485 1971149 313273 156007 747730 1639061 918326 327786 757830 1425243 2010142 1457884 2187821 312517 1587177 939887 655318 327692 1488589 1287246 2014129 2188174 1166498 1883848 433613 2213984 1693618 629576 1204075 95899 812510 1545364 417586 1212786 651888 1564558 733374 1809054 1275261 15471 745317 1373323 1318181 1360578 1614166 558232 1081944 571156 1268918 1173588 369796 542459 1336245 1057692 577846 733638 1617887 821861 860367 2025947 2089307 1051834 1281589 867779 427091 1909176 805860 810900 493921 847749 464497 138526 1604996 2223355 819589 1705023 139335 19294 2507 2031585 1588620 1822770 800859 1183554 1874629 1690254 443903 883792 1200622 1153819 794747 824229 2054919 1659666 2221713 869813 322106 299391 1290673 397455 1493998 1088098 1481605 178497 1328475 2209422 2148216 1768979 1912963 1376095 85184 178136
426,733468 1591324 581263 2114604 1620205 1506113 1020664 1886966 2131795 92584 762357 212235 1525094 1619181 885676 1755057 1474160 1200538 1513874 1715768 608753 1743931 1309402 703799 1397733 1220376 1522781 643226 37257 1738852 1425521 174625 1896437 841427 284639 873
1861,922192 528639 282043 1048827 59550 1059590 1818633 124595
10212,1830188 824163 551557 24013 711071 290814 414184 1495359 1114250 199989 1576383 1723109 681072 719916 1443210 1888199 1753895 2017320 1155164 49767 275419 2148031 509790 792369 1907454 1763581 173546 694244 131299 1409670 2108310 213826 1274721 656535 195044 736670 1279152
10275,2029275 368138 876311 300441 389312 995222 358576 1979860 871240 2161376 2192149
11496,511060 220745 382531 248838 1762778 1492999 310992 1885728 1743639 1272569 973637 395701 1872494 1202424 1104541
18188,552709 661470 2143863 1449121 389381 932834 1596936 837759 2045142 1370016 763814 925232 888761 2174825 1957616 1835169 1221739 201934 813760 909867 2179721 710443 139332 1107957 986581 1678146 241280 517152 1625524 1545848 735641 1932598 2235164 197565 1908236 1667384 2166077 1161740 137079 804483 157235 1940154 1094311 580096 1792343 573569 1572736 1794090 2085225 474495 913351 1478315
24084,1016070 855848 1295125 798065 1869397 881167 2110768 740629 709938 1738102 1995821 1921831 1019835 1125171 985112 159070 540977 1956573 878697 1627503 264073 1231769 1033339 1255955 1293911 1265218 1036778 1631641 2109321 921770 1189579 1001700 83119 755602 387864 1382971 333881 1884939 577751 2088513 508776 948819 742130 485673 1373575 885251 682071
24742,2044666 368006 1781937 418161 1479666 1983432 1208535 1027260 51173 1245729 1913487 1048305 93774 554197 1212339 1913043 2169048 130342 71659 2096774 2089832 1878416 16442 415681 721790 306589 2254334 1401091 1252386
25416,1966318 813039 61971 1847725 1196882 1370261 1474602 2185606 1067880 2247877 1237729 1614447 329902 374185 93999 2134084 1895909 1797025 1485594 1919301 360572 812580 519560 2160345 1416605 1622407 1610983 927390 605987 814588 1462076 930472 1818437 869152 1828331 181977 1447022 12812 232439 1610714 867114 1687437 1400136 1360551 866186 1451082 670347 305286 1227405 1854342 811814 1577492 2225397 790443 892088 558147 1596121 2001332 2192042 1587465 1613422 742067 12388 460139 2138119 169683 1168453 1825773 1076709 941767 284666 757899 1099694 84140 424415 1503965 686511 680237 1826301 1104862 1676941
28219,1456144 602134 1890179 1652378 83820 1588027 109827 631751 586226 1025108 1144676 5770 1835483 330872 623567 1325050 680300 167565 1399749 774485 1955611 1931375 1791923 1422005 1220941 627675 1680681 335385 1902112 447407 897275 487655 1150031 128718 303593 1731420 654955 2060242 1581445 1116196 82050 660242 1852837 1078812 1706816 333598 401615 780897 1703055 383133 68017 1464976 5120 647888 1594284 1862163 1084963 2247914 1481346 186104 1637736 665753 2184495 1696145
29128,921604 1860108 703337 1137717 1174507 2178958 2196786 315629 2095139 1769412 657946 618851 110647 642811 601667 1235232 223276 1927641 804653 1380889 1668715 648074 1635071
34494,803164 259341 1063907 91967 560590 968173 1206531 846983 1076624 1524512 712201 1784487 353064 707534 629989 472573 1320542 1536613 549068 1719679 1006766 1096538 159091 804003 997090 1750762 2047860 1397825 1116725 728621 1910875 809480 1356744 1014168 462095
34496,1363327 266856 62917 2130364 1429443 1359075 1638932 2253773 888479 2169307 858967 632352 161413
