AuthorId,PaperIds
55,360533 949475 749124 1598529 847068 855331 2253161 1068666 2149929 674836 368324 538215 507841 283152 2145125 1182092 627473 341916 609556 1113127 1006063 1963658 580095 1807352 1629211 1258087 599636 285210 529078 1917226 2160386 1420910 68389 400429 1246558 1389430 869430 998325 605718 2139275 649131 1200417 1087938 1705250 1958000 2242701 1311582 191340 567439 501918 391076 1536069 2239313 144775 337774 1315957 415449 1003588 311565 889545 787670 1567825 842748 1503337 590824 778747 360278 847721 1134037 1715897 1404308 427328 569149 1309499 838147 2172928 1846507 375645 782195 1842828 1412697 151248 520682 1572902 1267968 1208855 1114808 1236357 293806 1263351 1012283 600343 396571 330142 1291570 1634096 153324 478547 122970 2235159 685489 824805 375494 1516256 2047193 1426341 479932 2020050 1421288 389256 178422 1318932 40294 2050391 1358815 222469 1213444 1779715 164850 413987 1221789 787171 494493 1709669 24074 1038114 1791611 561429 1935912 645843 933473 1647435 68780 836602 462613 1639193 878611 618099 530550 2088058 167677 852486 652442 1561133 145200 2069862 849805 75169 402085 1162408 1868160 294906 878853 1674347 914441 1253687 1030869 1432571 1704151 424703 2078331 1964990 2130152 803603 1692285 1254356 1131277 862499 1613009 82669 1696592 415677 1246911 1645597 1402396 1988335 491228 732607 209987 1471568 55193 1079484 1484358 1453295 1017616 1767867 380270 2144025 1892017 742557 1796849 2233795 1358761 1562350 1394715 1390814 138408 1844943 110515 716659 1598603 166298 1040990 2188967 1490929 616823 2001206 1813933 1334503 1279252 20444 1218501 857434 778260 1495079 563378 2133149 590988 1691264 2169279 1028676 1111248 640178 2060463 2239080 1505207 449667 1384633 1368392 1805568 1503094 861633 636227 1689507 160532 1996769 1333822 129165 1034482 761011 275203 2100017 52775 82789 1334565 2219269 2189241 1507925 1338645 1065523 1232116 1717868 2069581 69178 1127766 916062 400432 2116002 1272277 1058628 1306853 1231847 372994 348351 545233 1369596 2152937 1470552 2033860 1348168 836932 1923712 1513936 1169763 1561911 566388 393613 1230662 434255 1000445 602590 1292671 671895 267444 1258466 446774 179163 1647084 919007 1988643 1953648 419865 468963 2228319 1874507 1728999 185529 947880 762178 418934 1501821 300323 1845523 1792050 1321344 1914211 1598298 885156 739353 1743955 2061699 169774 440944 292208 601175 767668 1283236 391835 2188615 1149308 1131748 2043565 683325 282173 2097673 1842680 1487068 128962 1265959 241121 2228219 1886009 548812 75356 2086146 1618919 768943 341809 600193 1247571 844326 1234065 2126038 1309753 2067435 809176 1129545 690310 2092511 269210 839470 1930652 837051 697076 533875 1315501 951610 2169998 47028 433440 1514435 569738 529900 1314361 2203516 2160850 1976657 2071330 816840 50011 810770 434161 2238930 2170187 441364 1475480 2182966 2020967 109868 1737538 1340284 707333 1686687 666181 42966 367455 1147447 1605108 1226103 1974662 1669282 801400 1998820 2254072 1477509 2135162 965304 1417252 720336 605597 317855 222631 25103 1596644 2172944 1704638 157653 2232203 1170435 596639 1480374 1130940 657724 744480 515706 224005 372836 1600372 1521193 1079496 188583 1002385 1032043 372043 2248734 1619343 366499 1575412 1347683 1350211 583593 264821 1412366 913529 1296398 1235117 2140444 1224720 362297 25304 1051041 243218 1389913 1355338 1330500 1106983 607208 1671418 1441833 1401976 108616 787757 1961041 1871885 1993390 1330055 1978555 1537119 1627327 1268197 783611 1611534 1095626 898876 1392908 441057 981085 374924 1157610 295041 1754410 823685 2001305 1637203 836220 228600 77268 753581 1782482 699144 1638417 217562 542459 1336245 511272 250051 1665586 1482854 2185666 944768 1231449 197854 717808 973193 801725 649955 640883 251879 2101279 2107137 1845348 1224097 2243047 1303769 1324071 655318 791391 873533 1406810 1464112 1058984 860343 701621 1175552 411010 2161270 1709794 487867 443598 1120846 452096 1609130 2227977 1299922 136767 500411 248390 991821 36459 2052277 1740617 1341262 1809054 518886 1457884 686632 1039736 1748110 1124696 258012 1044866 1374577 1117699 571156 747730 1559958 2187821 493623 2006004 1762246 161497 1183554 401485 327692 102768 2139295 1294041 2010142 633416 1819740 662811 766130 1905878 1473948 918326 1409438 733638 1617887 429669 577846 1604996 733374 1973900 2188174 1166498 423069 95899 812510 651888 1564558 2014129 15471 520007 589720 1425243 1545364 1488589 1275261 1639061 433613 1212786 2025947 617344 1081944 1287246 757830 1971149 2089307 1051834 1883848 939887 312517 794747 1057692 417586 1204075 2213984 558232 1318181 493921 1690254 1618867 19294 1909176 341776 2054919 427091 2221713 860367 313273 1165889 1360578 1693618 1268918 1173588 745317 1373323 869813 883792 2507 369796 1614166 821861 1281589 1493998 805860 1587177 327786 629576 824229 1659666 299391 810900 1481605 867779 1290673 847749 1705023 819589 1088098 464497 139335 138526 322106 1200622 2031585 1874629 1822770 1588620 800859 156007 443903 2148216 1768979 397455 178497 2223355 1153819 1328475 1912963 1376095 2209422 85184 178136
426,1886966 733468 1591324 1755057 581263 1020664 92584 2131795 1525094 1620205 1506113 1619181 762357 1200538 212235 2114604 885676 608753 1474160 1513874 1309402 1715768 1743931 703799 1397733 1220376 1522781 643226 37257 1738852 1425521 1896437 841427 284639 174625 873
1861,282043 1048827 922192 528639 59550 1059590 1818633 124595
10212,551557 824163 1830188 24013 290814 711071 1495359 1753895 1114250 199989 719916 414184 1155164 1723109 275419 2148031 509790 1443210 1888199 792369 2017320 49767 681072 1576383 1907454 1763581 173546 694244 131299 1409670 213826 1274721 2108310 656535 736670 1279152 195044
10275,2029275 368138 876311 300441 389312 995222 358576 1979860 871240 2161376 2192149
11496,511060 382531 1762778 310992 220745 1743639 1272569 1885728 248838 395701 1492999 973637 1872494 1202424 1104541
18188,661470 2143863 1449121 552709 389381 1596936 932834 837759 2045142 1370016 763814 925232 888761 2174825 1957616 1835169 1221739 813760 201934 2179721 909867 710443 139332 1107957 986581 1678146 241280 1625524 735641 1932598 1545848 2166077 1161740 517152 573569 2235164 197565 137079 1908236 1572736 1094311 580096 1792343 157235 2085225 804483 1940154 1667384 474495 1794090 913351 1478315
24084,1016070 855848 1295125 798065 1869397 881167 740629 709938 1995821 2110768 1738102 264073 1019835 985112 1921831 540977 1033339 1231769 1125171 159070 1189579 1956573 1255955 1265218 2109321 921770 1001700 755602 83119 742130 387864 577751 508776 2088513 948819 485673 1373575 878697 1627503 1293911 1631641 1036778 1884939 1382971 333881 885251 682071
24742,418161 2044666 368006 1781937 1913487 1479666 1983432 1027260 1245729 51173 1208535 93774 1048305 554197 1212339 1913043 2169048 130342 2096774 16442 415681 1878416 2089832 71659 721790 1401091 2254334 306589 1252386
25416,1966318 813039 61971 1847725 1196882 1370261 329902 1474602 1614447 1919301 2247877 2185606 1237729 1067880 374185 2134084 1895909 1485594 360572 812580 93999 1797025 1622407 1610983 2160345 1416605 930472 927390 519560 605987 867114 1687437 1610714 1400136 670347 305286 814588 1462076 232439 1854342 790443 1577492 866186 1360551 2225397 1227405 869152 1828331 181977 1447022 12812 1818437 892088 1596121 1451082 2192042 1613422 2001332 742067 558147 941767 460139 2138119 169683 1587465 811814 12388 1168453 757899 1076709 284666 1825773 1099694 84140 424415 1503965 686511 680237 1676941 1826301 1104862
