AuthorId,PaperIds
55,538215 2253161 949475 674836 855331 2149929 360533 2145125 1068666 1598529 368324 847068 283152 749124 1006063 507841 1420910 1258087 285210 580095 400429 1182092 501918 1963658 529078 1246558 191340 1917226 649131 1629211 1311582 998325 605718 341916 1113127 68389 627473 2139275 1705250 609556 391076 1315957 567439 1958000 2160386 1389430 869430 2242701 1807352 144775 599636 337774 311565 1536069 1200417 1087938 415449 2239313 1003588 889545 778747 427328 1309499 569149 360278 2172928 838147 1221789 1114808 40294 2050391 1715897 1358815 590824 1567825 24074 1038114 389256 375645 1846507 164850 842748 787670 1503337 847721 1134037 1709669 1421288 1208855 1404308 645843 2088058 1254356 878853 878611 618099 2069862 1964990 1692285 1674347 1432571 1162408 1131277 914441 600343 396571 1253687 1030869 1402396 122970 222469 1868160 178422 1318932 1645597 1484358 1017616 2126038 151248 824805 2047193 330142 1453295 1291570 1236357 2130152 413987 294906 1516256 424703 1844943 857434 778260 138408 1892017 1358761 1246911 1218501 82669 561429 1935912 1334503 1279252 55193 1390814 167677 1647435 1213444 402085 1796849 1813933 2133149 415677 1805568 375494 787171 68780 494493 685489 1012283 75169 2169279 1028676 1689507 1426341 1503094 348351 761011 275203 742557 2020050 1779715 852486 652442 1561133 1394715 947880 1127766 782195 1842828 1412697 449667 916062 530550 400432 2116002 1704151 1314361 640178 836932 2239080 1513936 1505207 1040990 563378 1923712 1996769 1333822 129165 2144025 1696592 836602 462613 1639193 602590 1598603 1575412 1334565 1384633 1490929 468963 671895 1258466 849805 716659 1728999 1292671 965304 169774 1417252 816840 2228319 1791611 1647084 209987 1471568 1914211 801400 1330055 636227 2188967 110515 2188615 1149308 590988 1691264 160532 419865 2152937 292208 2092511 861633 1562350 1561911 739353 393613 2061699 1232116 762178 803603 418934 1265959 1079484 768943 341809 1487068 128962 2219269 951610 839470 1306853 919007 616823 2189241 50011 267444 300323 2203516 2160850 1792050 82789 2060463 1767867 809176 1129545 250051 1495079 25304 1988335 844326 1234065 1350211 1106983 224005 2020967 1473948 109868 1283236 1111248 732607 1717868 1315501 707333 1686687 69178 52775 1226103 1600372 1521193 2135162 1000445 2001206 666181 42966 367455 1170435 1842680 548812 2233795 1065523 596639 2172944 1704638 1480374 25103 1998820 545233 533875 47028 366499 1953648 1348168 600193 1247571 1988643 601175 2100017 1930652 1507925 1338645 1272277 655318 441364 282173 269210 2069581 1470552 2248734 1737538 20444 1034482 767668 1845523 1321344 885156 2033860 1369596 1368392 683325 744480 2071330 2140444 241121 2228219 391835 1231847 1131748 179163 1347683 1230662 1235117 188583 1002385 433440 1514435 1130940 810770 583593 243218 1389913 1224720 690310 1355338 1330500 2161270 1709794 1978555 372994 372043 77268 699144 1974662 1754410 1477509 2097673 1976657 1572902 1267968 1619343 862499 1613009 479932 75356 1874507 1501821 2078331 491228 801725 1268197 1743955 520682 787757 1634096 153324 478547 434255 836220 569738 197854 441057 981085 374924 1993390 1809054 1157610 1058628 1051041 657724 440944 2086146 2043565 1618919 1596644 1169763 293806 1263351 1309753 1886009 566388 2170187 1464112 2235159 157653 185529 1671418 1441833 1401976 2169998 1079496 1961041 1871885 933473 145200 2232203 2254072 2101279 1303769 1296398 747730 1231449 1183554 605597 434161 2238930 1605108 2243047 1609130 720336 649955 640883 529900 1340284 873533 1406810 1147447 487867 452096 443598 1120846 1324071 222631 217562 1475480 791391 1669282 446774 913529 1412366 108616 1117699 380270 633416 1559958 1409438 228600 697076 95899 812510 2188174 1166498 362297 166298 511272 372836 2139295 607208 2010142 433613 1545364 1909176 1537119 617344 662811 2067435 515706 1638417 518886 1604996 248390 1782482 36459 1341262 991821 2052277 1740617 837051 2107137 1845348 1224097 2089307 1051834 717808 1748110 1124696 136767 427091 258012 19294 860343 701621 1627327 1175552 2185666 411010 2227977 944768 577846 317855 264821 1598298 500411 2182966 733638 1617887 1039736 1032043 1374577 1204075 766130 1081944 1905878 429669 102768 1762246 161497 1973900 520007 2187821 1058984 2213984 1971149 2221713 2006004 589720 1044866 251879 312517 1275261 939887 1425243 156007 847749 417586 1883848 1639061 1690254 1268918 558232 1290673 1173588 783611 1611534 1200622 1287246 1819740 1488589 1165889 313273 2148216 1212786 322106 15471 1057692 1318181 686632 443903 341776 1360578 423069 869813 327786 745317 1373323 1587177 1481605 800859 2014129 493921 295041 2054919 898876 401485 1392908 1299922 757830 1618867 542459 1336245 918326 973193 1493998 1281589 369796 1614166 629576 299391 571156 1457884 2223355 823685 753581 493623 2001305 1665586 1637203 1482854 1095626 178136 805860 1768979 1294041 794747 733374 651888 1912963 1564558 1376095 397455 860367 85184 2507 1693618 821861 867779 327692 178497 1153819 2025947 1822770 2031585 1874629 1705023 1588620 883792 824229 1659666 819589 810900 464497 139335 138526 1328475 1088098 2209422
426,581263 1020664 2131795 1619181 1886966 1620205 1506113 762357 608753 1309402 1200538 92584 212235 1591324 1755057 2114604 733468 1525094 1715768 1474160 1743931 1513874 885676 703799 1397733 1220376 643226 37257 1738852 1896437 1425521 174625 284639 1522781 873 841427
1861,282043 1048827 922192 528639 59550 1059590 1818633 124595
10212,551557 824163 1830188 24013 711071 1495359 290814 414184 1753895 1723109 719916 1155164 49767 792369 1114250 199989 1443210 509790 275419 2148031 681072 1888199 1576383 694244 1763581 2017320 173546 1907454 131299 1409670 213826 2108310 1274721 656535 736670 1279152 195044
10275,2029275 300441 876311 368138 389312 2161376 358576 1979860 995222 871240 2192149
11496,511060 220745 382531 1885728 1762778 248838 310992 1492999 1272569 1743639 973637 395701 1872494 1104541 1202424
18188,2143863 661470 552709 389381 1449121 932834 1596936 925232 888761 837759 763814 2174825 2045142 1957616 1835169 1370016 1221739 813760 201934 909867 710443 139332 1107957 986581 1678146 241280 2179721 735641 1932598 2166077 137079 1161740 573569 1625524 1545848 517152 1667384 2235164 197565 1908236 1794090 913351 2085225 1572736 157235 1094311 580096 1792343 804483 1940154 474495 1478315
24084,855848 1295125 1016070 798065 1869397 2110768 709938 1631641 1293911 1738102 264073 881167 1956573 159070 740629 1921831 921770 878697 1019835 1995821 1627503 1036778 1189579 1125171 1033339 1265218 83119 1001700 1382971 540977 985112 755602 387864 1231769 333881 485673 1373575 1884939 508776 1255955 742130 2109321 577751 2088513 948819 885251 682071
24742,1479666 1983432 1245729 1913487 368006 1781937 2044666 1027260 418161 1208535 51173 1048305 93774 1212339 554197 1913043 2096774 16442 2169048 71659 2089832 130342 721790 1252386 1401091 1878416 415681 2254334 306589
25416,813039 1622407 1610983 1966318 1474602 2185606 93999 61971 1847725 1797025 1370261 1237729 1196882 1614447 1919301 2247877 2134084 1895909 1485594 812580 329902 2160345 814588 1462076 360572 519560 866186 1825773 1067880 867114 605987 460139 2138119 169683 1687437 1610714 1400136 1360551 1227405 927390 869152 374185 1828331 181977 1447022 1416605 12812 558147 1818437 1587465 1854342 1577492 1168453 811814 892088 670347 305286 12388 2192042 1596121 930472 1451082 2225397 941767 790443 232439 2001332 1076709 1613422 757899 742067 284666 1099694 84140 424415 1503965 686511 680237 1826301 1676941 1104862
