AuthorId,PaperIds
55,949475 855331 368324 2145125 360533 507841 2253161 1087938 889545 1958000 599636 847068 415449 649131 1917226 68389 1246558 1963658 1807352 869430 529078 191340 1705250 2242701 2149929 337774 2239313 1536069 1068666 341916 538215 580095 1200417 144775 674836 1598529 749124 400429 627473 998325 2160386 1003588 1315957 1311582 609556 1113127 501918 283152 567439 1629211 391076 605718 1182092 1006063 1420910 285210 1258087 311565 1389430 2139275 2047193 2172928 844326 838147 40294 389256 375645 24074 2050391 1846507 1844943 1715897 1358815 1221789 1114808 1038114 801400 697076 2033860 739353 1275261 824805 803603 849805 1561133 852486 652442 264821 1717868 2223355 413987 1709669 1421288 122970 2071330 744480 1169763 1845523 1000445 20444 1058628 1598298 1507925 914441 600343 55193 415677 396571 330142 294906 222469 2133149 2130152 1996769 1868160 178422 164850 1645597 1516256 1484358 1453295 1402396 1333822 1318932 129165 1291570 1253687 1236357 1030869 1017616 2148216 434255 918326 2169279 1892017 732607 1287246 836602 462613 1639193 2170187 2248734 417586 1665586 419865 655318 1477509 1309753 2203516 2160850 2089307 2001206 1157610 449667 1218501 1748110 299391 300323 1634096 153324 1689507 1384633 1481605 1792050 1737538 1321344 867779 391835 77268 566388 151248 885156 1230662 1208855 699144 50011 493623 2126038 1330055 836932 618099 1390814 1268197 178497 372994 250051 1953648 1348168 690310 1974662 1693618 801725 322106 188583 981085 1993390 1809054 916062 878853 878611 82669 782195 761011 75169 645843 561429 548812 530550 433440 424703 402085 400432 275203 2233795 2116002 2088058 2069862 1964990 1935912 1842828 1813933 1796849 1704151 1692285 167677 1674347 1647435 1514435 1503094 1487068 1441833 1432571 1412697 1334503 128962 1279252 1254356 1246911 1162408 1131277 1065523 1028676 951610 2061699 1232116 1493998 1124696 372836 869813 1183554 19294 590988 1691264 160532 571156 766130 1905878 1051834 248390 898876 1095626 1779715 1728999 1315501 1696592 429669 640178 1886009 583593 753581 295041 1231847 1464112 933473 145200 2001305 824229 1406810 2144025 166298 2185666 2069581 241121 440944 2086146 2043565 1618919 1572902 1267968 757830 965304 762178 491228 169774 1647084 1417252 401485 2228319 1374577 375494 1426341 683325 836220 1978555 1600372 1002385 1457884 1767867 1079496 25304 2161270 1709794 810770 600193 1272277 1247571 2238930 1988643 778260 636227 563378 185529 847749 1299922 500411 860367 1283236 520682 478547 809176 1973900 1131748 441364 1842680 1235117 1618867 1604996 857434 839470 742557 716659 69178 602590 2239080 2188967 2188615 2020050 1923712 1914211 179163 1671418 1619343 1598603 1513936 1505207 1495079 1470552 1401976 1394715 138408 1358761 1292671 1265959 1149308 1040990 1224720 251879 2169998 1637203 1081944 178136 816840 671895 468963 418934 1258466 733638 52775 1791611 433613 767668 733374 745317 1373323 1754410 1669282 633416 136767 768943 1306853 1782482 1350211 1170435 1106983 292208 267444 2092511 973193 1120846 2228219 293806 1263351 1409438 2135162 823685 685489 1012283 2235159 837051 707333 666181 42966 393613 367455 341809 2219269 217562 2152937 2107137 1845348 1334565 1224097 75356 2221713 1034482 479932 1368392 2067435 1874507 25103 1130940 1930652 2060463 1575412 860343 791391 701621 596639 243218 2172944 1704638 1686687 1627327 1480374 1389913 1355338 1330500 1234065 1175552 1127766 1912963 991821 873533 2052277 1740617 1147447 1129545 2100017 649955 1998820 1111248 2182966 224005 821861 1559958 545233 1369596 947880 662811 2227977 569738 36459 348351 1805568 1596644 1521193 1347683 1341262 686632 1314361 842748 778747 427328 1309499 1404308 1874629 1609130 518886 1324071 787670 590824 569149 1567825 1503337 423069 720336 2209422 533875 82789 2078331 2097673 2020967 109868 1501821 1153819 2031585 1117699 1032043 783611 1338645 589720 1488589 1482854 1988335 601175 1058984 1473948 919007 616823 1822770 2189241 1231449 1971149 1212786 861633 209987 1562350 1561911 1471568 607208 282173 1226103 1392908 717808 1079484 747730 862499 1613009 1318181 944768 1425243 1057692 156007 2054919 47028 366499 1340284 1617887 452096 1173588 312517 511272 427091 2187821 487867 800859 446774 317855 1564558 327786 1819740 1475480 515706 2140444 380270 2025947 577846 1638417 269210 157653 443598 847721 360278 1134037 222631 1611534 2101279 85184 2014129 1639061 2254072 913529 1412366 1200622 1088098 2139295 1976657 558232 1690254 1705023 529900 1039736 374924 787171 68780 494493 1213444 1303769 2232203 1605108 1883848 341776 1537119 1743955 2213984 805860 362297 1588620 1281589 2006004 617344 411010 1044866 1336245 397455 434161 605597 819589 369796 258012 102768 1659666 1296398 1545364 1360578 1204075 640883 138526 2243047 1909176 2507 810900 327692 542459 1376095 443903 883792 651888 1961041 1871885 228600 108616 1290673 493921 139335 1051041 1587177 1268918 1490929 110515 15471 629576 2010142 1614166 520007 2188174 1166498 95899 812510 313273 1328475 787757 1294041 657724 794747 464497 1762246 161497 372043 1768979 197854 939887 441057 1165889
426,1525094 1755057 92584 1743931 885676 1397733 581263 1886966 1506113 1020664 1200538 2131795 1309402 212235 733468 1220376 1715768 1474160 1513874 703799 762357 2114604 1619181 1620205 608753 1591324 174625 873 1896437 284639 643226 1738852 841427 37257 1425521 1522781
1861,282043 1048827 1059590 59550 922192 528639 1818633 124595
10212,49767 1830188 290814 131299 1753895 199989 414184 1723109 275419 711071 1888199 551557 1763581 792369 1907454 681072 1576383 1443210 1155164 173546 1495359 1114250 719916 24013 509790 2148031 2017320 824163 694244 1409670 213826 1274721 1279152 736670 195044 2108310 656535
10275,300441 2029275 368138 876311 2161376 995222 1979860 389312 358576 871240 2192149
11496,248838 511060 220745 1885728 382531 310992 1872494 395701 1743639 1762778 1272569 973637 1492999 1202424 1104541
18188,2143863 1449121 932834 552709 661470 1596936 389381 1792343 1667384 580096 925232 888761 837759 813760 763814 2174825 2045142 1957616 1835169 1370016 1221739 1572736 201934 573569 1478315 913351 2085225 986581 909867 735641 710443 241280 2179721 1932598 1794090 1678146 139332 1107957 2166077 1625524 1545848 137079 1161740 517152 474495 2235164 197565 1908236 157235 1094311 804483 1940154
24084,1016070 742130 1869397 1738102 740629 755602 1631641 1189579 333881 1627503 577751 1231769 1033339 1295125 1001700 1125171 1956573 1373575 159070 2110768 508776 885251 1382971 485673 1255955 540977 1884939 881167 948819 878697 798065 264073 1265218 1921831 1293911 387864 2088513 855848 921770 2109321 709938 1019835 1036778 1995821 83119 985112 682071
24742,2044666 1781937 1245729 1027260 1479666 1913487 1208535 418161 1983432 368006 51173 93774 1048305 1212339 16442 554197 71659 2096774 1878416 130342 1913043 2089832 2169048 415681 306589 1252386 721790 2254334 1401091
25416,813039 2185606 1966318 1622407 1610983 558147 1099694 1854342 866186 812580 927390 605987 460139 2138119 1847725 169683 1587465 1485594 1400136 1370261 1237729 1227405 1196882 941767 930472 742067 284666 2225397 1596121 1451082 790443 519560 374185 329902 232439 1828331 1577492 1462076 1067880 1825773 360572 93999 892088 867114 670347 61971 2247877 2134084 1895909 1797025 1687437 1614447 1610714 1360551 1474602 1818437 1919301 869152 814588 305286 2160345 2001332 181977 1447022 1416605 12812 12388 1076709 2192042 1613422 1168453 811814 757899 84140 686511 424415 1503965 1104862 1826301 1676941 680237
