AuthorId,PaperIds
55,2253161 507841 1068666 847068 749124 2149929 674836 949475 855331 1006063 538215 2145125 368324 360533 580095 285210 1598529 283152 501918 1420910 609556 341916 1958000 1200417 1113127 1087938 998325 869430 605718 415449 2160386 1311582 627473 1705250 1917226 1536069 1246558 1003588 649131 567439 1963658 1807352 1389430 2242701 529078 2239313 1629211 1182092 599636 391076 144775 68389 191340 889545 311565 400429 1258087 1315957 337774 2139275 787670 427328 1567825 847721 1134037 569149 1404308 375494 151248 842748 778747 590824 360278 1503337 1309499 520682 478547 1791611 1426341 933473 293806 1263351 837051 645843 607208 2219269 1964990 1846507 69178 600343 396571 1647435 1236357 424703 413987 636227 563378 2067435 1892017 1709669 1114808 947880 878611 618099 561429 530550 348351 330142 1935912 179163 178422 1779715 1495079 1394715 1318932 1291570 991821 951610 916062 914441 873533 860343 844326 839470 836932 836220 82669 809176 791391 782195 768943 761011 75356 742557 739353 707333 701621 666181 662811 602590 596639 55193 548812 441364 433440 42966 415677 40294 400432 393613 389256 367455 36459 341809 282173 275203 25103 243218 24074 2239080 2227977 2188615 217562 2172944 2169279 2152937 2135162 2133149 2130152 2116002 2107137 2097673 2052277 2050391 2020967 2020050 1996769 1978555 1923712 1914211 188583 1868160 1845348 1844943 1842828 1813933 1805568 1796849 1767867 1740617 1728999 1704638 1686687 1671418 1645597 1619343 1600372 1521193 1514435 1513936 1505207 1503094 1487068 1484358 1480374 1475480 1453295 1441833 1432571 1412697 1406810 1402396 1401976 1389913 1358815 1358761 1355338 1347683 1341262 1334565 1334503 1333822 1330500 1292671 129165 128962 1279252 1265959 1253687 1246911 1235117 1234065 1224097 1221789 1175552 1149308 1129545 1127766 109868 1038114 1030869 1028676 1017616 1002385 1634096 153324 836602 462613 1639193 1572902 1267968 82789 2078331 294906 1627327 1315501 1232116 122970 1226103 145200 803603 732607 2144025 885156 849805 824805 479932 2172928 222469 2188967 2069862 167677 1516256 1306853 1111248 380270 2235159 1208855 852486 652442 2047193 1561133 878853 857434 838147 778260 767668 75169 716659 569738 419865 402085 375645 2233795 2088058 2060463 185529 1842680 1715897 1704151 1692285 1674347 164850 1598603 1596644 1473948 1470552 1421288 138408 1314361 1254356 1162408 1147447 1131277 1040990 1169763 862499 1613009 683325 2189241 1743955 166298 1230662 640178 372043 1490929 1213444 68780 657724 787757 1012283 787171 494493 110515 1051041 224005 2061699 1575412 1390814 1130940 1065523 1218501 2086146 1618919 1412366 1998820 861633 441057 616823 2254072 102768 222631 1350211 919007 433613 1464112 411010 209987 1471568 1647084 913529 487867 452096 443598 440944 258012 2001206 1324071 1212786 1120846 1079484 1039736 671895 590988 267444 1691264 1258466 944768 1537119 690310 810770 1425243 434255 1717868 1696592 617344 429669 423069 1973900 2228319 685489 197854 1561911 600193 577846 1247571 2043565 1874507 468963 449667 1384633 1587177 1165889 2203516 2160850 1283236 629576 313273 2223355 1971149 1369596 1348168 156007 1609130 545233 533875 269210 2243047 157653 1303769 745317 633416 518886 251879 1819740 1373323 136767 766130 757830 589720 327692 2185666 2139295 2006004 1905878 1562350 1545364 1501821 1488589 1309753 1117699 1044866 762178 491228 418934 292208 2182966 2092511 169774 1689507 160532 1170435 1106983 500411 327786 1993390 1409438 1224720 1079496 801400 655318 939887 697076 583593 520007 300323 295041 228600 20444 2014129 1845523 1792050 1639061 1477509 1321344 1058628 1000445 362297 248390 1296398 2089307 1051834 366499 2126038 1330055 860367 2100017 1294041 1153819 493921 1988335 1368392 1231449 1095626 1034482 686632 2069581 529900 2169998 1088098 747730 699144 601175 493623 391835 317855 2187821 1638417 1299922 1131748 883792 823685 821861 810900 800859 52775 446774 2001305 1974662 1782482 1705023 1669282 1637203 1598298 15471 1287246 2161270 1709794 981085 801725 571156 374924 2213984 2071330 1988643 1953648 1762246 1748110 161497 1457884 1374577 1268918 1173588 1157610 1124696 753581 717808 434161 341776 2238930 2033860 1693618 1618867 1507925 1340284 1338645 250051 322106 819589 733374 566388 372994 1883848 2148216 178136 1481605 77268 649955 640883 401485 264821 2221713 2170187 1930652 973193 918326 898876 867779 824229 805860 783611 720336 651888 605597 558232 515706 464497 417586 372836 369796 312517 2507 241121 2232203 2228219 2209422 2031585 2025947 1886009 1874629 1822770 1665586 1659666 1614166 1611534 1605108 1588620 1564558 1559958 1482854 139335 1392908 138526 1360578 1281589 1275261 1272277 1268197 1231847 1204075 1081944 1058984 1057692 1032043 95899 812510 542459 427091 2188174 2140444 2010142 1976657 1961041 1909176 1871885 1336245 1318181 1166498 108616 965304 816840 50011 1417252 85184 25304 1768979 1912963 1376095 1200622 2054919 19294 1754410 847749 733638 47028 443903 2248734 2101279 1809054 1617887 1604996 1290673 869813 794747 744480 511272 397455 299391 178497 1737538 1690254 1493998 1328475 1183554
426,762357 92584 1755057 703799 1397733 885676 1619181 1513874 1474160 1309402 733468 2114604 581263 2131795 212235 1886966 1200538 1020664 1743931 1715768 1220376 1525094 1591324 608753 1620205 1506113 873 174625 1896437 841427 1522781 643226 37257 284639 1738852 1425521
1861,282043 1048827 922192 528639 59550 1818633 1059590 124595
10212,792369 824163 694244 414184 290814 1907454 1888199 1830188 1114250 1155164 24013 719916 681072 49767 1763581 173546 1576383 509790 275419 2148031 711071 551557 1495359 2017320 1753895 199989 1723109 1443210 131299 1409670 1274721 736670 1279152 195044 2108310 656535 213826
10275,368138 876311 300441 2029275 995222 389312 358576 1979860 871240 2192149 2161376
11496,511060 310992 1762778 1272569 395701 973637 248838 382531 1743639 1885728 220745 1872494 1492999 1202424 1104541
18188,552709 661470 2143863 1449121 389381 932834 1596936 837759 517152 2235164 2179721 197565 1625524 1545848 1908236 909867 804483 2166077 2045142 1370016 1161740 986581 925232 888761 735641 710443 241280 2174825 1957616 1940154 1932598 1835169 1678146 157235 139332 1221739 1107957 1094311 763814 137079 1667384 474495 2085225 1572736 913351 573569 580096 1792343 813760 1794090 1478315 201934
24084,985112 1016070 855848 540977 1295125 1001700 798065 1869397 1265218 2109321 1255955 1995821 755602 1738102 740629 881167 709938 1019835 2110768 83119 1627503 1293911 508776 387864 878697 1884939 1631641 1382971 1036778 485673 1373575 1125171 264073 948819 742130 1189579 577751 1921831 885251 2088513 1231769 1033339 159070 333881 921770 1956573 682071
24742,368006 1983432 1781937 1479666 418161 1208535 1913487 1245729 1048305 2044666 51173 93774 1027260 554197 1212339 130342 2169048 415681 1913043 2096774 1878416 2089832 306589 16442 721790 1401091 71659 1252386 2254334
25416,1622407 1610983 2185606 1966318 1919301 813039 1474602 1854342 1099694 930472 867114 790443 670347 605987 374185 305286 232439 2192042 1687437 1614447 1613422 1610714 1577492 1400136 1370261 742067 61971 329902 2225397 1847725 1596121 1196882 1451082 1360551 1416605 866186 558147 1067880 927390 892088 519560 2247877 2001332 1237729 1227405 1818437 941767 93999 869152 814588 757899 460139 284666 2160345 2138119 2134084 1895909 1828331 181977 1797025 169683 1587465 1485594 1462076 1447022 12812 12388 1168453 1076709 812580 360572 811814 1825773 84140 424415 1503965 686511 1676941 680237 1104862 1826301
