AuthorId,PaperIds
55,847068 749124 507841 2149929 2253161 1068666 609556 360533 1598529 949475 1113127 855331 2145125 1705250 368324 341916 649131 538215 1958000 1420910 1258087 674836 2160386 567439 283152 599636 869430 1182092 627473 1807352 1006063 285210 1963658 2139275 1389430 529078 2242701 998325 605718 1200417 1087938 1917226 580095 1311582 1246558 1629211 1315957 311565 68389 391076 400429 191340 144775 1536069 501918 2239313 415449 337774 1003588 889545 778747 360278 2172928 838147 569149 427328 1309499 1715897 787670 842748 1503337 1567825 590824 1208855 847721 1134037 1846507 375645 1404308 2047193 1114808 600343 396571 824805 122970 389256 1236357 1221789 1516256 40294 2050391 1358815 330142 1291570 151248 24074 1038114 413987 914441 1253687 1030869 2130152 1421288 222469 178422 1318932 164850 1012283 685489 1868160 1402396 375494 1426341 1645597 1791611 1709669 1213444 852486 652442 1561133 561429 1935912 75169 294906 1484358 1453295 1017616 82669 55193 1647435 1246911 1432571 782195 1842828 1412697 167677 402085 2235159 415677 1358761 878611 645843 618099 2069862 878853 2088058 1674347 1162408 68780 836602 462613 1639193 787171 494493 1598603 2152937 478547 1334503 1279252 1796849 293806 1634096 153324 1263351 849805 530550 1572902 1267968 1704151 1964990 1844943 1692285 1254356 1131277 1334565 742557 2020050 1813933 1028676 803603 2144025 1394715 424703 393613 739353 1040990 1079484 2219269 1232116 1988335 1562350 479932 380270 2239080 1505207 520682 933473 145200 2169279 138408 2133149 602590 1923712 1696592 716659 768943 341809 1218501 209987 1471568 1892017 1779715 82789 857434 778260 2189241 836932 1513936 640178 1767867 590988 449667 1691264 160532 1503094 732607 563378 916062 761011 400432 275203 2116002 844326 1234065 1805568 2078331 862499 1613009 2188967 1996769 1333822 129165 616823 1034482 2233795 2001206 1292671 1384633 1127766 1689507 2069581 545233 419865 861633 2100017 1507925 1348168 1338645 1988643 1953648 1272277 69178 1390814 2060463 20444 1111248 809176 1129545 1306853 1490929 1314361 348351 110515 1058628 951610 52775 166298 1914211 1728999 1561911 2188615 1149308 683325 947880 2061699 1368392 1231847 1487068 128962 566388 1369596 179163 1743955 1495079 767668 1470552 1230662 2033860 839470 666181 42966 367455 636227 1265959 1647084 671895 1258466 169774 468963 762178 418934 919007 1000445 548812 601175 533875 1717868 885156 372994 1283236 300323 1792050 1845523 1321344 707333 596639 2172944 2135162 1704638 1686687 1480374 1169763 491228 1842680 75356 2228319 292208 109868 241121 2228219 2020967 282173 2097673 441364 267444 1065523 185529 1930652 2071330 1886009 2092511 446774 47028 391835 1131748 1874507 2086146 1618919 1501821 1475480 440944 2043565 1600372 1521193 269210 1309753 25103 433440 1514435 1575412 434255 837051 1598298 366499 1473948 1226103 2169998 434161 2238930 1079496 188583 1002385 605597 1605108 1619343 600193 1247571 2126038 1355338 1330500 569738 243218 1389913 1596644 1315501 1347683 2170187 529900 965304 1417252 2203516 2160850 1340284 720336 1235117 217562 2232203 810770 1477509 816840 222631 157653 690310 1170435 1147447 1296398 1671418 1441833 1401976 583593 1350211 1106983 791391 362297 372836 1978555 662811 836220 1993390 1974662 1224720 657724 981085 374924 1157610 1976657 2248734 1737538 1998820 50011 317855 1669282 697076 515706 2254072 2067435 2243047 744480 228600 2107137 1845348 1224097 1303769 801400 1412366 801725 1268197 913529 224005 25304 250051 1032043 607208 873533 1406810 717808 1748110 1124696 1627327 372043 264821 248390 1782482 860343 701621 1175552 640883 699144 944768 2101279 1130940 1537119 783611 1611534 649955 1961041 1871885 1324071 77268 1638417 766130 2140444 1754410 1374577 991821 36459 2052277 1740617 1341262 2182966 500411 898876 1392908 1231449 411010 2227977 251879 1039736 1762246 161497 1058984 1330055 2185666 258012 136767 2161270 1709794 518886 511272 1971149 2213984 1095626 787757 1809054 197854 655318 633416 1819740 1409438 1559958 823685 753581 2001305 1637203 1464112 1665586 1482854 1051041 441057 1905878 1609130 1639061 2006004 747730 1117699 487867 452096 443598 1120846 2010142 108616 429669 577846 1299922 686632 520007 918326 2139295 15471 1275261 1057692 2187821 1044866 1081944 1883848 417586 312517 733638 1617887 745317 313273 1373323 493623 102768 617344 401485 433613 1294041 1973900 1604996 295041 1204075 1545364 1618867 1183554 589720 2014129 1212786 733374 651888 1564558 1165889 1287246 1425243 939887 1488589 1166498 341776 1360578 493921 973193 327786 1457884 2188174 558232 1268918 1173588 1690254 322106 629576 156007 369796 1614166 571156 2221713 327692 860367 1693618 2507 423069 2054919 869813 2223355 847749 867779 95899 812510 883792 824229 1659666 1587177 821861 427091 757830 1281589 1909176 2025947 805860 800859 819589 810900 464497 139335 138526 542459 1336245 19294 794747 2089307 1051834 443903 1153819 1493998 1481605 1318181 1290673 1705023 2031585 1874629 1588620 299391 1822770 1088098 1200622 1768979 2148216 2209422 397455 178497 85184 1328475 1912963 1376095 178136
426,1591324 92584 581263 1020664 2131795 212235 733468 1886966 1755057 1525094 1620205 1506113 1200538 2114604 1474160 885676 1619181 1513874 608753 762357 1715768 1743931 1309402 703799 1397733 1220376 1522781 643226 37257 1738852 1425521 284639 1896437 841427 174625 873
1861,282043 922192 528639 1048827 59550 1059590 1818633 124595
10212,824163 1830188 551557 24013 290814 711071 1495359 792369 681072 719916 1763581 49767 173546 414184 1753895 1155164 509790 275419 2148031 1114250 1723109 199989 2017320 1888199 1907454 1576383 1443210 694244 131299 1409670 213826 1274721 2108310 656535 195044 736670 1279152
10275,2029275 876311 300441 368138 389312 358576 1979860 995222 871240 2161376 2192149
11496,511060 382531 220745 1762778 1885728 248838 310992 1743639 1272569 1492999 973637 395701 1872494 1202424 1104541
18188,661470 1449121 2143863 552709 932834 389381 1596936 837759 2045142 1370016 925232 888761 2174825 1957616 1835169 1221739 763814 813760 201934 909867 2179721 710443 139332 1107957 241280 986581 1678146 1625524 735641 1932598 1545848 2235164 197565 517152 2166077 1161740 573569 1908236 137079 1572736 580096 1792343 804483 2085225 1094311 157235 1940154 474495 1667384 1794090 913351 1478315
24084,1016070 855848 1295125 2110768 798065 1869397 1921831 1738102 709938 1019835 881167 1995821 740629 159070 264073 878697 1293911 1033339 1631641 1956573 1231769 1125171 921770 985112 1627503 1189579 1036778 540977 1265218 1255955 2109321 1001700 755602 1884939 83119 485673 1373575 948819 508776 742130 387864 1382971 2088513 577751 333881 885251 682071
24742,1781937 368006 1983432 1479666 2044666 418161 51173 1245729 1208535 1913487 1027260 93774 1048305 554197 1212339 1913043 2169048 130342 2096774 16442 415681 2089832 1878416 71659 721790 1401091 2254334 306589 1252386
25416,813039 1370261 61971 1847725 1196882 1614447 1067880 360572 329902 1237729 1966318 1622407 1610983 2185606 2247877 1919301 1474602 93999 1797025 812580 2134084 1895909 1485594 374185 670347 305286 605987 867114 1687437 1610714 1400136 2225397 1854342 1577492 2160345 930472 232439 790443 2192042 1596121 1416605 1613422 866186 742067 927390 1818437 1360551 814588 1462076 892088 558147 1227405 519560 1451082 2001332 869152 1828331 181977 1447022 12812 1587465 12388 460139 2138119 169683 1168453 1076709 941767 284666 757899 811814 1099694 1825773 84140 424415 1503965 686511 680237 1104862 1676941 1826301
